"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","999.2","25.4","98","0.1","0","1.0","218","0.0","0.00"
"02","998.6","25.2","99","0.0","0","0.5","246","0.0","0.00"
"03","998.6","24.9","99","0.0","0","0.0","0","0.0","0.00"
"04","998.5","24.6","99","0.0","0","1.0","163","0.0","0.00"
"05","998.9","24.4","100","0.0","0","0.6","222","0.0","0.00"
"06","999.5","24.5","100","0.0","0","1.3","209","0.0","0.00"
"07","1000.1","26.8","94","0.6","226","1.7","253","0.0","0.40"
"08","1000.3","30.3","77","0.7","215","2.1","256","0.0","1.20"
"09","1000.6","32.2","70","0.4","214","2.7","205","0.0","1.90"
"10","1000.2","33.6","67","0.6","233","1.6","259","0.0","2.70"
"11","1000.0","34.9","63","0.5","65","1.9","238","0.0","3.20"
"12","999.5","34.5","61","1.2","61","4.5","64","0.0","3.40"
"13","999.1","32.8","70","1.3","61","5.3","90","0.0","3.40"
"14","998.8","33.2","69","0.9","85","4.2","32","0.0","3.00"
"15","998.7","33.7","66","1.1","83","3.8","101","0.0","2.60"
"16","998.8","33.5","65","0.8","65","3.7","48","0.0","1.90"
"17","999.2","30.8","81","0.4","62","3.2","89","0.0","0.70"
"18","999.5","29.1","87","0.0","0","2.4","65","0.0","0.10"
"19","1000.4","28.1","94","0.0","0","0.0","0","0.0","0.00"
"20","1000.9","27.6","95","0.0","0","0.0","0","0.0","0.00"
"21","1001.6","27.3","96","0.0","0","0.0","0","0.0","0.00"
"22","1001.4","27.1","97","0.0","0","0.0","0","0.0","0.00"
"23","1001.4","26.5","98","0.0","0","0.0","0","0.0","0.00"
"24","1001.3","26.1","98","0.0","0","0.4","198","0.0","0.00"
