"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.0","25.2","99","0.6","232","2.4","225","0.0","0.00"
"02","1005.8","25.1","99","0.3","227","2.4","251","0.0","0.00"
"03","1005.6","24.9","99","0.0","0","1.5","210","0.0","0.00"
"04","1005.8","24.9","100","0.2","0","1.5","228","0.0","0.00"
"05","1005.9","24.8","100","0.2","0","1.2","224","0.0","0.00"
"06","1006.3","25.0","100","0.0","0","1.7","264","0.0","0.00"
"07","1006.4","26.0","99","0.6","210","2.4","203","0.0","0.40"
"08","1006.3","29.5","83","0.8","220","2.8","222","0.0","1.50"
"09","1006.2","31.7","74","0.8","204","2.5","208","0.0","2.20"
"10","1005.8","33.2","70","0.7","232","3.0","206","0.0","2.90"
"11","1005.3","34.5","64","0.9","204","3.7","272","0.0","3.20"
"12","1004.6","33.7","73","0.9","160","4.7","132","0.0","3.50"
"13","1004.1","32.6","74","1.1","152","4.5","119","0.0","3.30"
"14","1003.7","30.5","78","0.9","157","7.7","135","0.0","1.20"
"15","1003.8","29.4","82","0.5","217","5.6","144","0.0","0.10"
"16","1003.2","29.1","86","0.6","17","3.8","280","0.0","0.20"
"17","1003.5","27.7","94","0.1","0","2.2","268","0.0","0.00"
"18","1004.1","27.8","97","0.0","0","1.0","314","0.0","0.00"
"19","1004.8","27.8","98","0.0","0","0.0","0","0.0","0.00"
"20","1005.2","27.4","99","0.0","0","1.4","345","0.0","0.00"
"21","1005.3","27.0","99","0.0","0","1.2","30","0.0","0.00"
"22","1005.4","26.8","99","0.0","0","0.5","341","0.0","0.00"
"23","1005.2","26.5","100","0.0","0","1.1","281","0.0","0.00"
"24","1004.3","26.3","100","0.0","0","0.0","0","0.0","0.00"
