"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","989.8","25.0","100","0.1","0","1.6","218","2.5","0.00"
"02","988.3","24.9","100","0.0","0","1.7","291","3.5","0.00"
"03","987.2","24.5","100","0.1","0","2.2","93","9.5","0.00"
"04","985.6","24.6","100","0.2","0","2.7","173","0.0","0.00"
"05","984.3","24.7","100","0.1","0","1.7","225","1.0","0.00"
"06","983.5","24.7","100","0.2","0","3.0","197","3.0","0.00"
"07","983.3","24.8","100","0.2","0","1.7","286","3.0","0.00"
"08","982.9","25.0","100","0.3","246","2.6","199","3.0","0.10"
"09","981.8","25.6","100","0.8","218","3.2","219","6.5","0.40"
"10","980.8","26.4","96","0.6","263","3.7","212","0.0","1.20"
"11","978.8","26.4","98","1.0","217","3.3","202","2.5","0.60"
"12","978.1","26.0","99","0.7","241","3.4","209","6.5","0.40"
"13","974.1","25.7","99","1.9","229","4.9","214","1.5","0.50"
"14","972.3","25.8","98","0.8","238","3.8","217","2.0","0.30"
"15","968.2","25.7","98","1.1","255","5.7","204","0.0","0.10"
"16","962.6","25.8","97","1.4","236","4.5","251","0.5","0.00"
"17","960.1","27.0","89","1.1","346","6.3","282","0.0","0.00"
"18","962.0","25.7","95","2.9","311","12.8","30","13.0","0.00"
"19","965.2","25.8","98","4.6","18","18.9","353","19.0","0.00"
"20","969.6","26.2","100","4.0","23","15.8","16","13.0","0.00"
"21","970.7","25.8","100","3.5","41","14.4","44","41.5","0.00"
"22","969.8","25.4","100","0.9","350","9.1","32","10.5","0.00"
"23","971.0","26.1","100","3.0","232","8.8","218","2.0","0.00"
"24","970.5","25.9","100","2.3","227","8.8","218","0.5","0.00"
