"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.4","26.0","91","0.1","0","1.2","281","0.0","0.00"
"02","1007.2","25.2","93","0.0","0","0.3","204","0.0","0.00"
"03","1007.2","24.8","95","0.0","0","0.5","203","0.0","0.00"
"04","1007.0","24.5","95","0.0","0","0.5","233","0.0","0.00"
"05","1007.3","24.2","95","0.0","0","1.1","208","0.0","0.00"
"06","1007.8","24.5","95","0.3","214","1.4","183","0.0","0.00"
"07","1007.8","27.3","84","0.7","203","2.0","215","0.0","0.50"
"08","1007.7","31.1","67","0.7","236","2.8","187","0.0","1.40"
"09","1007.4","33.7","58","0.8","233","3.0","267","0.0","2.20"
"10","1007.5","35.1","54","0.3","211","3.5","192","0.0","2.80"
"11","1007.5","36.0","54","0.4","156","2.2","308","0.0","3.30"
"12","1007.2","36.2","55","0.9","124","4.6","76","0.0","3.70"
"13","1007.1","36.1","57","0.8","151","4.1","77","0.0","3.60"
"14","1007.3","35.6","57","0.9","171","3.4","207","0.0","3.30"
"15","1007.1","35.7","58","0.9","178","4.3","174","0.0","3.00"
"16","1006.9","32.9","68","0.7","161","3.2","226","0.0","1.40"
"17","1006.7","33.0","66","0.4","158","3.4","211","0.0","0.80"
"18","1007.4","30.8","75","0.3","197","2.9","126","0.0","0.40"
"19","1007.6","29.3","82","0.0","0","2.0","106","0.0","0.00"
"20","1007.9","28.5","88","0.0","0","1.5","105","0.0","0.00"
"21","1008.2","27.5","92","0.0","0","0.7","7","0.0","0.00"
"22","1008.3","27.0","94","0.0","0","0.2","0","0.0","0.00"
"23","1008.2","26.7","95","0.0","0","0.4","39","0.0","0.00"
"24","1007.9","26.3","96","0.0","0","0.4","19","0.0","0.00"
