"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1018.8","19.3","97","0.0","0","1.6","51","0.0","0.00"
"02","1018.2","19.2","100","0.0","0","1.0","51","0.0","0.00"
"03","1017.6","19.2","100","0.0","0","1.9","51","0.0","0.00"
"04","1017.7","19.3","100","0.2","0","1.6","51","0.0","0.00"
"05","1017.8","19.2","100","0.0","0","1.0","50","0.0","0.00"
"06","1018.4","19.2","100","0.0","0","1.2","50","0.5","0.00"
"07","1019.0","19.4","100","0.0","0","1.1","50","0.0","0.00"
"08","1019.0","19.9","100","0.2","0","1.6","50","0.0","0.10"
"09","1019.3","21.0","97","0.2","0","1.4","51","0.0","0.40"
"10","1018.8","22.2","91","0.0","0","1.5","51","0.0","0.50"
"11","1018.0","23.5","79","0.2","0","1.4","46","0.0","0.70"
"12","1017.2","23.6","80","0.6","24","4.9","12","0.0","0.90"
"13","1016.5","23.5","78","1.0","42","4.4","358","0.0","0.80"
"14","1016.1","23.2","82","0.2","0","4.7","12","0.0","0.50"
"15","1015.8","23.2","82","0.5","31","3.9","8","0.0","0.50"
"16","1016.0","22.6","83","0.8","47","4.4","34","0.0","0.20"
"17","1016.5","21.5","91","0.3","22","4.0","62","0.0","0.00"
"18","1016.6","21.0","95","0.0","0","3.0","23","0.0","0.00"
"19","1016.9","20.7","97","0.0","0","1.2","360","0.0","0.00"
"20","1017.3","20.7","98","0.0","0","1.5","5","0.0","0.00"
"21","1017.2","20.6","98","0.0","0","1.5","42","0.0","0.00"
"22","1017.1","20.6","98","0.0","0","0.5","46","0.0","0.00"
"23","1016.8","20.6","99","0.0","0","0.0","0","0.0","0.00"
"24","1016.2","20.6","99","0.0","0","1.1","40","0.0","0.00"
