"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.4","23.0","87","0.3","325","3.9","58","0.0","0.00"
"02","1006.5","22.1","97","0.0","0","2.5","286","0.0","0.00"
"03","1005.6","21.9","98","0.1","0","2.4","204","0.0","0.00"
"04","1006.1","22.0","98","0.2","0","1.6","207","0.0","0.00"
"05","1006.2","21.9","99","0.0","0","1.3","218","0.0","0.00"
"06","1006.4","21.8","100","0.0","0","1.3","211","0.0","0.00"
"07","1006.5","22.3","100","0.1","0","1.4","219","0.0","0.10"
"08","1006.3","24.0","96","0.4","184","2.0","276","0.0","0.40"
"09","1007.8","24.4","93","0.4","57","2.4","71","0.0","0.40"
"10","1007.1","26.0","89","0.1","0","4.0","311","0.5","0.80"
"11","1005.8","26.3","90","0.1","0","1.8","279","0.0","0.60"
"12","1005.2","26.6","84","0.2","0","1.6","253","0.0","0.70"
"13","1004.2","27.9","79","0.2","0","3.8","28","0.0","1.30"
"14","1003.3","27.4","81","0.9","43","5.3","22","0.0","0.90"
"15","1003.2","25.3","93","1.2","26","5.1","358","0.5","0.20"
"16","1003.4","24.4","99","0.5","56","4.5","107","5.5","0.10"
"17","1003.4","24.3","100","0.0","0","2.7","21","0.0","0.00"
"18","1003.6","24.9","98","1.3","41","6.7","25","0.0","0.00"
"19","1003.3","24.9","97","1.0","45","7.3","4","0.5","0.00"
"20","1002.7","26.6","88","1.9","54","7.4","29","0.0","0.00"
"21","1002.8","27.0","87","1.6","51","7.3","63","0.0","0.00"
"22","1002.3","27.1","88","1.6","38","6.6","22","0.0","0.00"
"23","1001.9","26.9","89","1.4","45","7.8","10","0.0","0.00"
"24","1000.5","27.0","89","1.2","45","7.2","356","0.0","0.00"
