"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1008.7","22.0","100","0.0","0","0.9","250","0.0","0.00"
"02","1008.1","21.8","100","0.0","0","1.2","249","0.0","0.00"
"03","1007.9","21.7","100","0.0","0","0.7","246","0.0","0.00"
"04","1007.9","21.7","100","0.0","0","0.9","243","0.0","0.00"
"05","1007.9","21.7","100","0.0","0","0.9","237","0.0","0.00"
"06","1008.1","21.8","100","0.1","0","1.2","209","0.0","0.00"
"07","1008.6","23.1","100","0.4","230","1.8","194","0.0","0.40"
"08","1008.8","25.5","92","0.4","249","2.4","175","0.0","1.20"
"09","1008.7","28.3","75","0.7","225","2.6","204","0.0","2.00"
"10","1008.4","30.3","66","0.4","198","3.5","219","0.0","2.70"
"11","1007.8","30.3","72","1.0","51","3.8","76","0.0","3.20"
"12","1007.5","30.3","69","0.7","170","3.2","66","0.0","3.40"
"13","1006.7","28.8","77","1.0","55","3.6","23","0.0","2.50"
"14","1005.9","29.1","78","0.8","74","2.9","1","0.0","1.40"
"15","1005.6","29.1","75","0.7","359","2.7","36","0.0","2.20"
"16","1005.4","27.8","81","0.3","304","2.0","301","0.0","0.30"
"17","1005.4","27.0","87","0.3","22","1.0","20","0.0","0.10"
"18","1006.1","26.6","90","0.0","0","1.4","23","0.0","0.10"
"19","1006.6","25.4","94","0.0","0","1.0","25","0.0","0.00"
"20","1007.1","25.2","96","0.0","0","0.0","0","0.0","0.00"
"21","1007.7","25.2","97","0.0","0","0.1","0","0.0","0.00"
"22","1007.8","24.9","96","0.0","0","0.3","301","0.0","0.00"
"23","1007.4","24.6","96","0.0","0","1.1","233","0.0","0.00"
"24","1006.8","24.3","97","0.0","0","1.3","219","0.0","0.00"
