"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1012.7","20.5","99","0.4","204","1.5","220","0.0","0.00"
"02","1012.1","20.3","99","0.2","0","1.9","206","0.0","0.00"
"03","1011.5","19.7","99","0.0","0","1.9","220","0.0","0.00"
"04","1011.6","19.2","100","0.0","0","0.7","250","0.0","0.00"
"05","1012.0","19.0","100","0.0","0","1.2","217","0.0","0.00"
"06","1012.1","19.0","100","0.4","214","1.2","216","0.0","0.00"
"07","1012.6","20.2","100","0.3","205","1.8","245","0.0","0.20"
"08","1013.1","23.0","89","0.8","234","2.6","288","0.0","1.00"
"09","1013.1","25.8","75","0.7","220","2.5","222","0.0","1.80"
"10","1013.1","27.6","69","0.3","124","2.3","277","0.0","2.50"
"11","1012.4","29.0","63","0.6","258","2.2","305","0.0","3.10"
"12","1012.0","29.8","65","0.9","106","3.8","68","0.0","2.80"
"13","1011.4","28.7","66","1.4","79","4.7","25","0.0","3.10"
"14","1010.8","27.5","74","0.4","92","3.3","127","0.0","1.30"
"15","1010.4","27.8","70","0.3","161","2.7","164","0.0","1.00"
"16","1010.4","27.1","72","0.7","1","2.4","166","0.0","0.90"
"17","1010.8","26.1","77","0.5","40","2.2","4","0.0","0.40"
"18","1011.1","24.4","87","0.0","0","1.2","6","0.0","0.10"
"19","1011.2","22.7","93","0.0","0","0.0","0","0.0","0.00"
"20","1011.4","22.1","96","0.0","0","0.0","0","0.0","0.00"
"21","1011.9","21.6","97","0.0","0","0.0","0","0.0","0.00"
"22","1011.9","21.3","98","0.0","0","0.6","15","0.0","0.00"
"23","1011.7","21.1","99","0.0","0","0.0","0","0.0","0.00"
"24","1011.2","21.0","100","0.0","0","0.3","103","0.0","0.00"
