"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1012.2","19.9","97","0.0","0","1.1","215","0.0","0.00"
"02","1012.2","19.2","99","0.0","0","0.9","231","0.0","0.00"
"03","1012.2","18.6","100","0.0","0","0.5","354","0.0","0.00"
"04","1012.7","19.1","100","0.1","0","1.2","221","0.0","0.00"
"05","1013.1","18.7","100","0.1","0","0.9","262","0.0","0.00"
"06","1013.9","19.0","100","0.2","0","2.2","216","0.0","0.00"
"07","1014.7","21.3","93","0.5","213","2.1","204","0.0","0.60"
"08","1015.0","24.6","70","0.7","197","2.0","213","0.0","1.40"
"09","1014.8","26.5","58","1.1","90","4.0","130","0.0","2.10"
"10","1014.2","25.7","64","1.9","77","6.3","79","0.0","2.50"
"11","1013.9","25.6","67","1.3","54","4.8","52","0.0","2.40"
"12","1013.5","26.0","65","1.7","65","4.8","75","0.0","2.20"
"13","1013.1","25.4","66","1.3","70","5.9","86","0.0","1.90"
"14","1012.7","26.0","62","1.4","83","4.8","97","0.0","2.20"
"15","1012.2","24.6","68","0.9","28","4.8","66","0.0","1.30"
"16","1011.6","24.2","67","0.8","71","3.8","33","0.0","0.80"
"17","1011.8","24.1","69","0.5","24","2.4","63","0.0","0.40"
"18","1011.7","23.4","72","0.0","0","1.8","327","0.0","0.20"
"19","1012.2","21.9","81","0.0","0","0.3","326","0.0","0.00"
"20","1012.4","21.7","83","0.0","0","0.5","319","0.0","0.00"
"21","1012.6","21.7","87","0.0","0","0.5","225","0.0","0.00"
"22","1012.5","20.0","92","0.0","0","0.0","0","0.0","0.00"
"23","1012.1","20.0","94","0.0","0","0.8","223","0.0","0.00"
"24","1011.2","19.3","95","0.0","0","0.8","182","0.0","0.00"
