"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.2","25.3","98","0.0","0","0.2","0","0.0","0.00"
"02","1005.8","25.4","97","0.0","0","0.6","138","0.0","0.00"
"03","1005.4","25.2","97","0.1","0","1.4","199","0.0","0.00"
"04","1005.4","24.6","97","0.0","0","1.4","178","0.0","0.00"
"05","1005.9","24.3","98","0.1","0","1.1","252","0.0","0.00"
"06","1006.1","24.5","95","0.3","200","1.3","220","0.0","0.00"
"07","1006.3","27.2","85","0.7","217","2.2","217","0.0","0.40"
"08","1006.6","30.6","74","0.7","217","2.5","201","0.0","1.30"
"09","1006.9","32.9","67","0.3","132","2.1","238","0.0","2.10"
"10","1007.1","33.2","68","1.1","85","3.9","89","0.0","2.80"
"11","1007.2","33.3","70","1.6","87","4.7","88","0.0","3.40"
"12","1006.8","34.0","67","1.2","67","5.0","87","0.0","3.40"
"13","1006.3","33.7","71","1.7","53","5.1","76","0.0","3.50"
"14","1005.8","33.2","73","1.4","66","5.3","91","0.0","2.80"
"15","1005.4","32.9","78","1.5","65","4.9","71","0.0","2.10"
"16","1005.4","32.5","76","0.8","65","5.3","57","0.0","1.80"
"17","1005.2","32.5","71","1.0","69","3.5","132","0.0","0.90"
"18","1005.9","29.5","86","0.6","54","3.4","47","0.0","0.30"
"19","1006.4","28.5","90","0.2","0","3.2","27","0.0","0.00"
"20","1006.6","28.4","91","0.4","41","2.3","35","0.0","0.00"
"21","1007.1","28.1","94","0.0","0","2.1","98","0.0","0.00"
"22","1007.1","27.1","96","0.0","0","0.0","0","0.0","0.00"
"23","1007.4","26.9","98","0.0","0","0.3","345","0.0","0.00"
"24","1006.9","26.6","99","0.0","0","0.1","0","0.0","0.00"
