"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.9","23.4","98","0.2","0","0.7","23","0.0","0.00"
"02","1004.6","22.8","99","0.0","0","0.2","0","0.0","0.00"
"03","1004.2","22.8","99","0.0","0","0.7","30","0.0","0.00"
"04","1003.6","22.8","99","0.0","0","1.0","109","0.0","0.00"
"05","1004.0","22.8","99","0.0","0","0.0","0","0.0","0.00"
"06","1003.9","22.8","100","0.2","0","0.8","217","0.0","0.00"
"07","1004.7","23.3","99","0.3","209","1.6","217","0.0","0.20"
"08","1005.4","25.6","92","0.3","206","1.8","191","0.0","0.80"
"09","1005.6","26.5","83","0.2","0","1.5","199","0.0","0.80"
"10","1005.1","26.6","85","0.2","0","1.8","214","0.0","0.70"
"11","1004.7","27.5","75","0.4","215","1.7","89","0.0","1.00"
"12","1004.3","27.8","77","0.2","0","1.5","204","0.0","0.70"
"13","1003.6","27.4","78","0.0","0","0.7","223","0.0","0.40"
"14","1003.2","27.6","81","0.0","0","0.8","209","0.0","0.50"
"15","1002.7","27.9","76","0.0","0","0.6","201","0.0","0.70"
"16","1002.7","27.8","81","0.1","0","0.8","48","0.0","0.60"
"17","1002.6","26.5","87","0.0","0","1.2","31","0.0","0.20"
"18","1003.0","25.4","91","0.0","0","0.5","54","0.0","0.00"
"19","1003.4","24.6","93","0.0","0","1.3","6","0.0","0.00"
"20","1004.7","23.9","95","0.0","0","0.0","0","0.0","0.00"
"21","1005.2","23.5","97","0.0","0","0.0","0","0.0","0.00"
"22","1005.8","23.2","98","0.0","0","0.0","0","0.0","0.00"
"23","1005.7","23.1","99","0.1","0","0.7","38","0.0","0.00"
"24","1005.5","23.2","100","0.0","0","0.7","38","0.0","0.00"
