"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1011.8","23.0","98","0.3","240","0.8","241","0.0","0.00"
"02","1011.2","22.9","99","0.1","0","0.7","233","0.0","0.00"
"03","1011.1","22.3","100","0.0","0","0.9","233","0.0","0.00"
"04","1011.2","22.2","100","0.4","203","1.1","203","0.0","0.00"
"05","1011.7","22.3","100","0.1","0","1.5","210","0.0","0.00"
"06","1011.9","22.3","100","0.0","0","1.3","232","0.0","0.00"
"07","1012.5","22.9","99","0.3","226","1.6","217","0.0","0.10"
"08","1013.1","26.2","84","0.6","217","2.3","217","0.0","0.80"
"09","1013.3","29.7","71","0.8","230","2.2","200","0.0","1.60"
"10","1013.2","30.6","66","0.6","255","1.9","243","0.0","2.30"
"11","1012.9","30.9","68","0.8","67","2.6","24","0.0","1.80"
"12","1012.0","31.1","63","0.6","222","2.8","126","0.0","2.40"
"13","1011.2","30.4","69","0.8","9","3.1","286","0.0","2.20"
"14","1010.4","30.2","71","0.4","31","2.6","82","0.0","1.60"
"15","1010.1","30.2","66","0.4","34","2.1","44","0.0","1.40"
"16","1010.4","28.2","80","0.3","358","2.5","100","0.0","0.70"
"17","1010.8","26.9","88","0.0","0","1.6","45","0.0","0.20"
"18","1011.1","25.4","94","0.0","0","0.0","0","0.0","0.00"
"19","1011.5","25.1","96","0.0","0","0.0","0","0.0","0.00"
"20","1012.0","24.9","97","0.0","0","0.0","0","0.0","0.00"
"21","1012.2","24.3","98","0.0","0","0.3","68","0.0","0.00"
"22","1012.0","23.5","99","0.0","0","0.0","0","0.0","0.00"
"23","1011.9","23.0","99","0.0","0","1.0","237","0.0","0.00"
"24","1011.3","22.6","100","0.0","0","0.6","247","0.0","0.00"
