"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.5","24.1","99","0.0","0","0.9","201","0.0","0.00"
"02","1006.0","23.9","100","0.0","0","1.0","237","0.0","0.00"
"03","1005.9","23.8","100","0.1","0","1.7","207","0.0","0.00"
"04","1005.9","23.5","100","0.0","0","0.9","242","0.0","0.00"
"05","1005.8","23.5","100","0.0","0","1.5","207","0.0","0.00"
"06","1006.5","23.4","100","0.3","227","1.9","201","0.0","0.00"
"07","1006.6","23.4","100","0.6","253","2.3","285","0.5","0.10"
"08","1006.7","24.0","98","0.3","230","3.3","174","0.0","0.30"
"09","1007.2","25.7","90","0.9","232","3.4","210","0.0","0.80"
"10","1007.3","25.9","87","0.0","0","2.4","254","0.0","0.80"
"11","1006.7","28.5","77","0.6","247","2.6","204","0.0","1.60"
"12","1006.9","29.6","71","0.0","0","2.0","313","0.0","2.00"
"13","1006.3","29.0","76","0.8","58","2.6","19","0.0","1.20"
"14","1006.1","27.0","83","0.6","58","2.4","30","0.0","0.50"
"15","1005.3","27.8","76","0.1","0","1.3","39","0.0","0.60"
"16","1004.4","29.0","70","0.0","0","2.2","351","0.0","1.10"
"17","1004.2","27.5","81","0.0","0","1.1","234","0.0","0.50"
"18","1004.2","26.6","86","0.0","0","1.1","257","0.0","0.20"
"19","1004.9","24.9","92","0.0","0","0.5","100","0.0","0.00"
"20","1005.6","24.5","96","0.0","0","0.9","275","0.0","0.00"
"21","1006.0","23.9","97","0.0","0","0.6","243","0.0","0.00"
"22","1006.2","23.7","98","0.1","0","1.3","321","0.0","0.00"
"23","1006.2","23.4","98","0.0","0","0.7","20","0.0","0.00"
"24","1005.8","23.3","99","0.0","0","0.6","308","0.0","0.00"
