"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.7","22.9","100","0.1","0","1.2","205","3.0","0.00"
"02","1003.5","22.4","100","0.4","286","3.6","220","5.5","0.00"
"03","1003.0","22.6","100","0.7","247","1.8","232","0.5","0.00"
"04","1003.9","22.6","100","0.6","220","3.8","208","2.5","0.00"
"05","1003.3","22.7","100","0.4","265","1.7","216","1.0","0.00"
"06","1003.3","22.7","100","0.2","0","1.4","306","0.0","0.00"
"07","1004.2","23.2","100","0.7","230","2.3","212","0.0","0.10"
"08","1005.1","24.5","98","0.7","240","3.4","273","0.0","0.40"
"09","1005.4","26.4","91","0.7","234","3.3","216","0.0","0.80"
"10","1006.2","27.8","82","0.9","224","3.5","218","0.0","0.90"
"11","1005.8","28.7","80","0.8","215","5.1","201","0.0","1.30"
"12","1005.4","29.3","83","0.3","231","2.8","223","0.0","1.50"
"13","1004.7","29.7","76","0.7","239","3.8","185","0.0","1.40"
"14","1003.7","28.8","80","0.6","210","2.9","226","0.0","1.10"
"15","1004.6","25.4","92","1.3","228","6.2","217","1.5","0.60"
"16","1004.3","25.3","98","0.1","0","1.0","160","0.0","0.30"
"17","1004.8","24.5","98","1.0","240","3.5","236","1.0","0.10"
"18","1005.9","23.6","100","0.2","0","2.0","198","6.5","0.00"
"19","1006.6","23.4","100","0.2","0","2.1","270","2.5","0.00"
"20","1006.9","23.1","100","0.3","109","2.8","27","4.0","0.00"
"21","1006.8","23.1","100","0.0","0","1.6","288","2.5","0.00"
"22","1006.2","23.0","100","1.1","51","2.8","75","0.0","0.00"
"23","1007.0","22.7","100","0.1","0","3.8","270","7.0","0.00"
"24","1006.6","22.8","100","0.1","0","1.3","100","0.5","0.00"
