"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.4","24.1","94","0.0","0","1.9","79","0.0","0.00"
"02","1003.1","23.9","99","0.1","0","2.3","295","0.5","0.00"
"03","1002.2","23.7","99","0.1","0","1.5","209","0.0","0.00"
"04","1001.8","23.2","100","0.0","0","1.4","122","0.0","0.00"
"05","1001.5","23.1","100","0.0","0","0.5","240","0.0","0.00"
"06","1001.6","23.0","100","0.0","0","1.0","266","0.0","0.00"
"07","1001.9","23.7","100","0.0","0","0.7","162","0.0","0.00"
"08","1002.0","24.7","99","0.0","0","0.8","223","0.0","0.20"
"09","1002.6","24.8","98","0.0","0","0.3","219","0.0","0.10"
"10","1001.9","25.9","97","0.2","0","1.8","203","0.5","0.40"
"11","1001.7","27.0","90","0.7","224","3.0","225","0.0","0.90"
"12","1001.1","26.9","94","0.0","0","1.3","198","0.0","0.30"
"13","1000.1","26.9","98","0.0","0","0.3","290","0.0","0.20"
"14","999.5","26.8","96","0.0","0","1.0","289","0.5","0.30"
"15","999.3","28.4","89","0.0","0","1.3","224","0.0","0.90"
"16","999.3","29.4","86","0.4","213","2.0","269","0.0","1.10"
"17","998.9","28.1","93","0.0","0","1.2","212","0.0","0.40"
"18","998.7","26.9","96","0.0","0","0.6","144","0.0","0.10"
"19","999.1","25.9","99","0.0","0","0.0","0","0.0","0.00"
"20","999.6","25.1","99","0.0","0","0.0","0","0.0","0.00"
"21","1000.6","24.7","100","0.0","0","0.0","0","0.0","0.00"
"22","1000.5","24.4","99","0.0","0","1.0","217","0.0","0.00"
"23","1000.2","24.6","98","0.1","0","1.5","237","0.0","0.00"
"24","999.5","24.4","96","0.3","249","1.7","236","0.0","0.00"
