"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1002.1","26.8","96","0.0","0","0.9","217","0.0","0.00"
"02","1001.7","26.9","93","0.4","231","1.8","283","0.0","0.00"
"03","1001.5","26.7","95","0.0","0","1.3","218","0.0","0.00"
"04","1001.3","26.4","96","0.0","0","1.1","206","0.0","0.00"
"05","1001.3","25.6","98","0.0","0","0.0","0","0.0","0.00"
"06","1001.7","25.9","98","0.2","0","1.1","209","0.0","0.00"
"07","1002.2","28.6","87","0.5","240","2.1","210","0.0","0.50"
"08","1001.8","31.2","76","0.1","0","1.5","182","0.0","1.10"
"09","1002.0","33.3","72","0.3","153","2.1","306","0.0","1.80"
"10","1001.7","33.8","71","0.3","136","2.2","237","0.0","2.40"
"11","1001.5","34.7","65","0.4","170","2.7","96","0.0","3.10"
"12","1001.0","34.5","65","1.1","50","3.9","18","0.0","3.30"
"13","1000.8","34.6","64","1.1","54","3.8","355","0.0","3.40"
"14","1000.9","34.1","63","1.3","57","3.9","42","0.0","3.30"
"15","1001.0","33.4","66","0.7","77","3.8","85","0.0","2.30"
"16","1001.0","33.1","66","0.6","63","3.4","50","0.0","1.70"
"17","1001.0","32.1","72","0.6","48","2.2","95","0.0","0.80"
"18","1001.3","30.6","82","0.1","0","1.4","65","0.0","0.20"
"19","1002.1","29.5","87","0.0","0","1.2","119","0.0","0.00"
"20","1002.6","28.6","90","0.0","0","1.0","212","0.0","0.00"
"21","1002.8","28.0","94","0.0","0","0.2","0","0.0","0.00"
"22","1003.2","27.9","94","0.0","0","0.0","0","0.0","0.00"
"23","1002.9","27.3","96","0.0","0","0.0","0","0.0","0.00"
"24","1002.3","27.2","97","0.0","0","0.0","0","0.0","0.00"
