"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.6","24.0","95","0.0","0","0.8","208","0.0","0.00"
"02","1005.8","23.8","97","0.0","0","0.8","228","0.0","0.00"
"03","1005.5","23.6","98","0.1","0","0.9","215","0.0","0.00"
"04","1005.4","23.3","98","0.0","0","0.7","149","0.0","0.00"
"05","1005.7","23.0","99","0.0","0","0.6","197","0.0","0.00"
"06","1005.7","22.9","99","0.0","0","1.2","199","0.0","0.00"
"07","1006.0","25.0","96","0.1","0","1.2","184","0.0","0.40"
"08","1006.3","27.6","80","0.4","193","2.6","209","0.0","1.20"
"09","1006.3","30.2","69","0.5","231","1.9","217","0.0","2.10"
"10","1006.3","31.2","64","0.4","353","2.0","209","0.0","2.30"
"11","1006.2","30.8","71","0.5","142","2.7","144","0.0","1.60"
"12","1005.5","31.9","67","1.1","183","4.1","147","0.0","2.80"
"13","1004.6","31.3","70","0.6","159","4.2","163","0.0","2.20"
"14","1004.2","30.1","76","0.6","162","4.4","136","0.0","1.40"
"15","1003.7","29.2","75","0.6","141","4.0","159","0.0","1.00"
"16","1003.4","27.5","92","0.4","322","2.6","184","0.5","0.30"
"17","1003.6","25.8","94","0.3","45","2.9","16","0.0","0.20"
"18","1003.7","25.1","94","0.0","0","2.9","32","0.5","0.10"
"19","1004.2","24.6","95","0.8","48","2.3","84","0.0","0.00"
"20","1005.5","24.0","96","0.0","0","2.0","40","0.0","0.00"
"21","1006.4","23.9","97","0.1","0","2.1","78","0.0","0.00"
"22","1006.2","23.7","97","0.0","0","1.4","345","0.0","0.00"
"23","1006.2","23.7","98","0.0","0","0.8","339","0.0","0.00"
"24","1005.4","23.4","98","0.0","0","0.0","0","0.0","0.00"
