"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1001.3","25.8","98","0.0","0","1.5","258","0.0","0.00"
"02","1001.1","25.5","99","0.1","0","0.8","207","0.0","0.00"
"03","1001.1","25.3","99","0.2","0","1.4","214","0.0","0.00"
"04","1001.5","25.0","99","0.0","0","0.8","243","0.0","0.00"
"05","1001.9","24.9","99","0.4","231","1.7","221","0.0","0.00"
"06","1002.4","25.1","99","0.0","0","1.4","210","0.0","0.00"
"07","1003.0","27.1","90","0.7","223","2.4","236","0.0","0.50"
"08","1003.3","29.8","75","0.8","243","3.0","207","0.0","1.10"
"09","1003.8","32.1","70","0.8","230","2.7","213","0.0","2.10"
"10","1003.7","34.1","62","0.3","206","1.9","209","0.0","2.60"
"11","1003.1","33.0","63","0.6","45","2.2","83","0.0","2.40"
"12","1002.7","34.7","63","0.3","108","2.7","18","0.0","3.10"
"13","1002.4","34.7","62","0.7","66","2.8","117","0.0","2.10"
"14","1002.1","33.0","64","0.9","61","3.5","50","0.0","2.20"
"15","1002.0","32.3","74","0.7","74","3.2","75","0.0","1.20"
"16","1002.4","30.3","81","1.2","219","3.0","217","0.0","0.60"
"17","1002.2","28.3","85","0.6","229","3.5","206","0.0","0.20"
"18","1002.4","27.9","86","0.2","0","2.2","206","0.0","0.00"
"19","1003.0","27.4","90","0.4","208","1.9","242","0.0","0.00"
"20","1003.3","27.0","90","0.3","225","2.0","235","0.0","0.00"
"21","1003.9","26.8","92","0.0","0","1.5","245","0.0","0.00"
"22","1003.7","26.4","93","0.3","219","1.7","228","0.0","0.00"
"23","1003.5","26.1","95","0.0","0","1.2","197","0.0","0.00"
"24","1003.2","25.9","96","0.0","0","1.0","210","0.0","0.00"
