"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1002.1","25.3","100","0.0","0","0.0","0","0.0","0.00"
"02","1001.4","25.2","100","0.0","0","0.5","237","0.0","0.00"
"03","1000.8","24.9","100","0.0","0","0.9","175","0.0","0.00"
"04","1001.0","25.0","100","0.0","0","0.6","217","0.0","0.00"
"05","1001.4","24.8","100","0.0","0","0.9","231","0.0","0.00"
"06","1001.3","24.8","100","0.0","0","1.3","261","0.0","0.00"
"07","1002.2","26.8","96","0.4","216","1.9","223","0.0","0.30"
"08","1002.9","30.1","83","0.3","226","2.7","213","0.0","1.20"
"09","1003.1","31.8","74","0.5","273","2.3","229","0.0","1.90"
"10","1003.5","33.1","69","0.7","61","2.3","69","0.0","2.60"
"11","1003.0","33.7","71","0.4","119","1.8","73","0.0","3.10"
"12","1002.3","34.1","70","0.6","106","4.2","100","0.0","3.40"
"13","1002.1","34.5","64","0.5","157","3.3","88","0.0","3.30"
"14","1001.7","34.3","64","0.9","50","3.3","85","0.0","3.10"
"15","1001.5","31.5","77","0.3","46","3.7","24","0.0","1.40"
"16","1001.3","31.5","74","0.0","0","2.0","63","0.0","0.60"
"17","1001.3","29.7","86","0.0","0","0.8","210","0.0","0.30"
"18","1001.3","28.4","90","0.0","0","1.7","219","0.0","0.00"
"19","1001.8","27.3","96","0.0","0","0.0","0","0.0","0.00"
"20","1002.5","26.9","97","0.0","0","0.0","0","0.0","0.00"
"21","1002.6","26.5","98","0.0","0","0.0","0","0.0","0.00"
"22","1002.1","26.2","98","0.0","0","1.4","246","0.0","0.00"
"23","1001.6","25.9","98","0.0","0","1.5","197","0.0","0.00"
"24","1001.0","25.5","99","0.0","0","0.8","223","0.0","0.00"
