"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.2","28.0","97","0.0","0","0.0","0","0.0","0.00"
"02","1003.9","27.8","98","0.0","0","0.0","0","0.0","0.00"
"03","1003.7","27.7","98","0.0","0","0.7","254","0.0","0.00"
"04","1003.9","27.4","98","0.0","0","0.9","262","0.0","0.00"
"05","1004.2","27.4","99","0.0","0","0.4","262","0.0","0.00"
"06","1004.3","27.7","99","0.0","0","0.0","0","0.0","0.10"
"07","1004.5","29.7","90","0.6","215","2.2","224","0.0","0.70"
"08","1004.6","32.1","76","0.5","230","2.3","261","0.0","1.50"
"09","1004.6","32.1","77","0.3","212","1.8","299","0.0","1.80"
"10","1004.5","33.2","74","0.3","162","2.0","95","0.0","2.00"
"11","1004.3","34.5","66","0.5","186","2.8","125","0.0","3.10"
"12","1003.9","34.6","68","0.6","172","3.6","91","0.0","3.50"
"13","1003.4","35.2","68","0.7","179","4.5","213","0.0","3.50"
"14","1002.8","35.1","71","0.9","168","4.2","149","0.0","3.30"
"15","1002.4","34.2","71","0.8","167","4.7","151","0.0","2.50"
"16","1002.3","32.7","77","0.6","132","3.7","119","0.0","1.50"
"17","1002.6","31.2","81","0.3","158","3.4","102","0.0","0.50"
"18","1003.4","29.9","87","0.1","0","2.0","160","0.0","0.00"
"19","1003.5","29.3","91","0.0","0","0.7","96","0.0","0.00"
"20","1004.0","29.2","93","0.1","0","1.3","3","0.0","0.00"
"21","1004.7","29.2","93","0.3","358","1.6","353","0.0","0.00"
"22","1005.3","28.7","95","0.0","0","2.0","19","0.0","0.00"
"23","1005.5","28.2","96","0.0","0","0.8","338","0.0","0.00"
"24","1005.3","27.4","96","0.0","0","0.4","58","0.0","0.00"
