"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1009.2","22.7","95","0.1","0","1.3","214","0.0","0.00"
"02","1008.8","22.5","96","0.0","0","1.3","220","0.0","0.00"
"03","1008.4","22.2","97","0.0","0","0.0","0","0.0","0.00"
"04","1008.5","21.8","98","0.0","0","0.0","0","0.0","0.00"
"05","1008.5","22.0","98","0.0","0","1.0","221","0.0","0.00"
"06","1008.6","22.3","98","0.3","218","1.7","201","0.0","0.00"
"07","1008.7","23.6","95","0.3","262","2.4","218","0.0","0.30"
"08","1008.6","26.2","85","0.5","226","2.1","207","0.0","0.80"
"09","1008.3","29.1","69","0.8","243","2.9","185","0.0","2.00"
"10","1008.2","30.6","65","0.8","208","2.7","288","0.0","2.30"
"11","1007.6","32.2","61","0.7","294","2.2","241","0.0","2.60"
"12","1007.0","32.6","61","0.6","287","3.0","274","0.0","2.80"
"13","1006.2","31.1","70","1.0","32","3.1","336","0.0","1.20"
"14","1005.7","29.7","75","0.4","151","3.1","109","0.0","1.10"
"15","1005.4","29.5","79","0.4","176","2.6","117","0.0","0.80"
"16","1005.0","28.6","82","1.1","340","3.5","23","0.0","0.40"
"17","1005.1","27.7","86","0.5","15","2.6","48","0.0","0.30"
"18","1005.4","26.8","92","0.1","0","2.3","360","0.0","0.00"
"19","1005.4","26.2","96","0.0","0","0.4","39","0.0","0.00"
"20","1006.1","25.9","98","0.0","0","0.6","60","0.0","0.00"
"21","1006.6","25.3","99","0.0","0","0.3","57","0.0","0.00"
"22","1006.3","24.6","99","0.0","0","0.0","0","0.0","0.00"
"23","1006.6","24.2","100","0.0","0","0.0","0","0.0","0.00"
"24","1006.3","24.3","100","0.0","0","1.1","247","0.0","0.00"
