"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.2","23.8","99","0.0","0","0.0","0","0.0","0.00"
"02","1005.7","23.6","99","0.2","0","0.7","207","0.0","0.00"
"03","1005.5","23.6","99","0.0","0","0.4","206","0.0","0.00"
"04","1005.4","23.4","99","0.0","0","0.6","206","0.0","0.00"
"05","1005.8","23.6","99","0.0","0","1.1","207","0.0","0.00"
"06","1006.1","23.9","99","0.1","0","1.4","202","0.0","0.00"
"07","1006.1","25.3","97","0.3","217","2.1","254","0.0","0.40"
"08","1006.1","26.3","91","0.5","221","2.6","222","0.0","0.60"
"09","1006.6","27.5","85","0.6","237","2.8","203","0.0","0.90"
"10","1006.9","27.8","85","0.0","0","1.9","267","0.0","0.70"
"11","1006.7","30.0","74","0.6","95","1.8","75","0.0","1.90"
"12","1006.1","31.3","69","0.4","105","1.8","46","0.0","2.10"
"13","1005.6","30.2","75","0.5","172","2.4","80","0.0","1.20"
"14","1005.2","29.0","77","0.1","0","2.2","169","0.0","1.00"
"15","1004.8","27.6","91","0.1","0","1.6","168","0.5","0.70"
"16","1004.3","28.1","86","0.3","333","1.9","277","0.0","0.70"
"17","1004.7","26.8","91","0.0","0","1.6","318","0.0","0.20"
"18","1005.5","24.7","97","0.8","216","4.3","223","13.0","0.00"
"19","1005.6","24.1","99","0.0","0","2.1","232","6.0","0.00"
"20","1006.4","24.2","100","0.0","0","1.0","231","0.5","0.00"
"21","1006.5","24.0","100","0.0","0","0.5","221","0.0","0.00"
"22","1006.6","24.2","100","0.0","0","0.4","221","0.0","0.00"
"23","1006.4","24.1","100","0.0","0","0.6","221","0.0","0.00"
"24","1005.9","24.1","100","0.0","0","0.2","0","0.0","0.00"
