"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1001.4","26.1","99","0.2","0","1.9","217","0.0","0.00"
"02","1001.0","25.9","99","0.0","0","1.5","271","0.0","0.00"
"03","1001.2","25.7","99","0.0","0","1.0","266","0.0","0.00"
"04","1001.5","25.6","99","0.3","241","1.4","186","0.0","0.00"
"05","1001.4","25.4","99","0.0","0","1.3","213","0.0","0.00"
"06","1002.1","25.6","99","0.1","0","1.3","213","0.0","0.00"
"07","1002.4","26.3","98","0.2","0","1.1","194","0.0","0.20"
"08","1002.9","28.0","90","0.2","0","1.7","286","0.0","0.70"
"09","1002.6","31.5","74","0.3","235","1.7","228","0.0","1.90"
"10","1002.4","31.2","79","0.3","56","1.7","25","0.0","1.60"
"11","1002.1","31.5","75","0.3","35","1.6","358","0.0","1.50"
"12","1001.7","32.7","70","0.5","78","2.5","100","0.0","1.90"
"13","1001.3","33.5","67","1.2","54","3.1","46","0.0","2.30"
"14","1001.4","30.8","79","0.0","0","3.7","354","0.0","1.80"
"15","1001.0","30.6","79","0.2","0","2.1","74","0.0","0.90"
"16","1000.3","30.2","82","0.5","65","2.1","43","0.0","0.50"
"17","1000.2","30.5","78","0.0","0","2.4","53","0.0","1.00"
"18","1000.5","28.3","88","0.0","0","0.8","40","0.0","0.10"
"19","1000.6","26.9","93","0.0","0","0.0","0","0.0","0.00"
"20","1001.2","26.5","96","0.0","0","0.6","79","0.0","0.00"
"21","1001.7","26.3","96","0.0","0","0.0","0","0.0","0.00"
"22","1001.7","26.4","97","0.0","0","1.2","202","0.0","0.00"
"23","1001.6","26.5","97","0.0","0","1.1","204","0.0","0.00"
"24","1000.7","26.2","98","0.0","0","1.0","217","0.0","0.00"
