"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.1","26.2","97","0.0","0","0.0","0","0.0","0.00"
"02","1006.7","25.8","97","0.0","0","0.0","0","0.0","0.00"
"03","1006.3","25.6","98","0.1","0","0.8","197","0.0","0.00"
"04","1006.6","25.4","99","0.0","0","0.6","198","0.0","0.00"
"05","1007.0","25.2","99","0.0","0","0.7","199","0.0","0.00"
"06","1007.5","25.4","98","0.1","0","1.0","217","0.0","0.00"
"07","1008.1","28.5","87","0.3","245","1.9","206","0.0","0.60"
"08","1008.2","31.6","72","0.7","246","2.5","265","0.0","1.50"
"09","1008.3","33.3","64","0.3","240","2.3","285","0.0","2.20"
"10","1008.1","35.0","63","0.3","232","2.1","213","0.0","2.90"
"11","1007.8","34.0","68","0.3","121","2.2","125","0.0","2.90"
"12","1007.4","35.3","64","0.6","168","3.7","110","0.0","3.60"
"13","1006.8","35.2","58","0.9","125","4.0","75","0.0","3.60"
"14","1006.1","35.6","59","0.6","116","3.3","145","0.0","3.30"
"15","1006.3","34.7","66","0.5","129","4.1","141","0.0","2.70"
"16","1006.4","32.5","71","0.3","163","3.3","106","0.0","1.30"
"17","1006.6","31.6","72","0.3","166","3.0","131","0.0","0.80"
"18","1007.2","30.5","79","0.3","164","1.8","224","0.0","0.20"
"19","1007.2","29.1","85","0.0","0","1.6","209","0.0","0.00"
"20","1007.7","28.0","92","0.0","0","1.6","209","0.0","0.00"
"21","1007.6","27.4","94","0.0","0","0.0","0","0.0","0.00"
"22","1007.9","26.9","97","0.0","0","0.0","0","0.0","0.00"
"23","1008.1","27.2","93","0.2","0","1.6","251","0.0","0.00"
"24","1005.6","26.9","90","0.2","0","1.6","128","0.0","0.00"
