"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.3","24.6","100","0.0","0","0.6","271","0.0","0.00"
"02","1005.7","24.5","100","0.0","0","0.5","272","0.0","0.00"
"03","1005.7","24.4","100","0.1","0","1.0","244","0.0","0.00"
"04","1005.7","24.2","100","0.0","0","1.3","253","0.0","0.00"
"05","1006.0","24.2","100","0.1","0","1.2","209","0.0","0.00"
"06","1006.6","24.4","100","0.1","0","1.0","207","0.0","0.00"
"07","1007.2","25.0","100","0.1","0","1.7","211","0.0","0.20"
"08","1008.0","25.8","100","0.3","252","2.0","270","0.0","0.50"
"09","1008.0","26.5","96","0.5","210","2.0","219","0.0","0.70"
"10","1007.8","28.2","88","0.3","224","1.7","190","0.0","1.00"
"11","1007.6","28.6","87","0.2","0","1.5","108","0.0","0.90"
"12","1007.3","29.0","82","0.3","47","1.3","65","0.0","1.20"
"13","1007.1","29.5","81","0.8","54","2.0","21","0.0","1.30"
"14","1006.8","28.5","85","1.1","66","3.1","30","0.0","1.50"
"15","1006.7","26.9","93","0.5","12","2.6","80","0.5","0.30"
"16","1006.7","25.2","98","0.3","331","3.4","11","21.0","0.10"
"17","1006.8","24.3","99","0.5","52","3.3","359","1.5","0.10"
"18","1007.1","24.2","100","0.0","0","2.3","71","0.0","0.10"
"19","1007.7","24.3","100","0.0","0","0.0","0","0.0","0.00"
"20","1008.6","24.3","100","0.0","0","0.4","353","0.0","0.00"
"21","1009.3","24.5","100","0.1","0","1.2","228","0.5","0.00"
"22","1009.6","24.4","100","0.0","0","0.0","0","6.5","0.00"
"23","1009.2","24.3","100","0.0","0","0.5","244","0.5","0.00"
"24","1008.6","24.2","100","0.0","0","1.2","212","0.5","0.00"
