序號,答案
20240117090001,1895.1292724609375
20240117091001,1868.9505615234375
20240117092001,1868.9505615234375
20240117093001,1753.9996337890625
20240117094001,1775.6549072265625
20240117095001,1775.6549072265625
20240117100001,1856.3074951171875
20240117101001,1919.4447021484375
20240117102001,1904.1385498046875
20240117103001,1864.5753173828125
20240117104001,1874.2154541015625
20240117105001,1861.9534912109375
20240117110001,1922.2406005859375
20240117111001,1904.8551025390625
20240117112001,1907.5052490234375
20240117113001,1869.6324462890625
20240117114001,1816.3419189453125
20240117115001,1837.9971923828125
20240117120001,1928.5814208984375
20240117121001,1852.8953857421875
20240117122001,1850.6302490234375
20240117123001,1934.4478759765625
20240117124001,1939.7288818359375
20240117125001,1930.1768798828125
20240117130001,1924.41455078125
20240117131001,1909.076171875
20240117132001,1909.076171875
20240117133001,1887.91552734375
20240117134001,1905.556396484375
20240117135001,1945.9473876953125
20240117140001,2018.373046875
20240117141001,2032.3551025390625
20240117142001,2034.91845703125
20240117143001,2035.922119140625
20240117144001,2067.420166015625
20240117145001,2054.9228515625
20240117150001,1946.616943359375
20240117151001,1937.996337890625
20240117152001,1892.4459228515625
20240117153001,1948.6536865234375
20240117154001,1966.5137939453125
20240117155001,1966.6553955078125
20240117160001,1934.76513671875
20240117161001,2036.291015625
20240117162001,1917.6309814453125
20240117163001,2057.79296875
20240117164001,2099.174560546875
20240117165001,2100.489013671875
20240119090001,1774.9544677734375
20240119091001,1772.3765869140625
20240119092001,1775.9937744140625
20240119093001,1804.5489501953125
20240119094001,1802.5562744140625
20240119095001,1812.2366943359375
20240119100001,1879.6488037109375
20240119101001,1874.0550537109375
20240119102001,1856.5484619140625
20240119103001,1830.8563232421875
20240119104001,1849.8033447265625
20240119105001,1851.7115478515625
20240119110001,1907.9954833984375
20240119111001,1877.3935546875
20240119112001,1896.2044677734375
20240119113001,1828.77392578125
20240119114001,1811.243408203125
20240119115001,1811.243408203125
20240119120001,1868.936279296875
20240119121001,1882.212646484375
20240119122001,1866.9937744140625
20240119123001,1878.925048828125
20240119124001,1879.5927734375
20240119125001,1886.421142578125
20240119130001,1868.181396484375
20240119131001,1865.603515625
20240119132001,1871.039794921875
20240119133001,1869.6756591796875
20240119134001,1895.7435302734375
20240119135001,1891.9664306640625
20240119140001,1986.71240234375
20240119141001,1997.0386962890625
20240119142001,2002.988037109375
20240119143001,2040.9609375
20240119144001,2036.90478515625
20240119145001,2047.867431640625
20240119150001,1911.85009765625
20240119151001,1920.843994140625
20240119152001,1896.2403564453125
20240119153001,1866.1968994140625
20240119154001,2070.845947265625
20240119155001,2005.1309814453125
20240119160001,2013.12451171875
20240119161001,2029.836181640625
20240119162001,1983.3907470703125
20240119163001,2078.239013671875
20240119164001,1903.2469482421875
20240119165001,1918.199462890625
20240224090001,1993.9808349609375
20240224091001,1995.7110595703125
20240224092001,2011.1888427734375
20240224093001,1766.39599609375
20240224094001,1766.39599609375
20240224095001,1760.3292236328125
20240224100001,2041.2449951171875
20240224101001,2065.296142578125
20240224102001,2072.56982421875
20240224103001,1776.4132080078125
20240224104001,1754.3646240234375
20240224105001,1772.6566162109375
20240224110001,2031.6195068359375
20240224111001,1914.3228759765625
20240224112001,1954.0198974609375
20240224113001,1780.026123046875
20240224114001,1722.673828125
20240224115001,1722.673828125
20240224120001,1921.7130126953125
20240224121001,1940.891357421875
20240224122001,1994.7557373046875
20240224123001,1770.4090576171875
20240224124001,1785.4228515625
20240224125001,1655.17724609375
20240224130001,2056.6279296875
20240224131001,2063.02587890625
20240224132001,2063.02587890625
20240224133001,1649.2994384765625
20240224134001,1649.2994384765625
20240224135001,1648.31494140625
20240224140001,2097.41015625
20240224141001,2101.664306640625
20240224142001,2116.61669921875
20240224143001,1710.4149169921875
20240224144001,1700.5240478515625
20240224145001,1720.4610595703125
20240224150001,2062.8017578125
20240224151001,2122.227294921875
20240224152001,2073.47607421875
20240224153001,1732.9031982421875
20240224154001,1732.9031982421875
20240224155001,1742.7940673828125
20240224160001,2055.96923828125
20240224161001,2106.782470703125
20240224162001,2066.643798828125
20240224163001,1714.4097900390625
20240224164001,1714.4097900390625
20240224165001,1728.280029296875
20240226090001,2000.35986328125
20240226091001,1997.26220703125
20240226092001,1997.26220703125
20240226093001,1762.9783935546875
20240226094001,1769.045166015625
20240226095001,1769.045166015625
20240226100001,2033.333251953125
20240226101001,2021.6353759765625
20240226102001,2021.6353759765625
20240226103001,1736.8670654296875
20240226104001,1736.8670654296875
20240226105001,1736.8670654296875
20240226110001,2057.2216796875
20240226111001,2034.17041015625
20240226112001,2034.17041015625
20240226113001,1759.761962890625
20240226114001,1759.761962890625
20240226115001,1759.761962890625
20240226120001,2030.283447265625
20240226121001,2029.880859375
20240226122001,2021.398681640625
20240226123001,1752.782470703125
20240226124001,1672.372802734375
20240226125001,1678.4395751953125
20240226130001,2091.61181640625
20240226131001,2081.76171875
20240226132001,2095.1005859375
20240226133001,1666.4949951171875
20240226134001,1666.4949951171875
20240226135001,1666.4949951171875
20240226140001,2117.39990234375
20240226141001,2167.364501953125
20240226142001,2123.59716796875
20240226143001,1721.97021484375
20240226144001,1731.861083984375
20240226145001,1737.9278564453125
20240226150001,2078.515625
20240226151001,2050.72509765625
20240226152001,2045.2032470703125
20240226153001,1878.093017578125
20240226154001,1878.093017578125
20240226155001,1712.09814453125
20240226160001,2086.8408203125
20240226161001,2049.672119140625
20240226162001,2018.9378662109375
20240226163001,1712.09814453125
20240226164001,1712.09814453125
20240226165001,1712.09814453125
20240327090001,1896.8516845703125
20240327091001,1795.2098388671875
20240327092001,1812.7518310546875
20240327093001,1595.60498046875
20240327094001,1591.3555908203125
20240327095001,1598.8326416015625
20240327100001,1864.87060546875
20240327101001,1826.937744140625
20240327102001,1819.8028564453125
20240327103001,1591.7889404296875
20240327104001,1617.0052490234375
20240327105001,1550.7440185546875
20240327110001,1710.9720458984375
20240327111001,1663.02880859375
20240327112001,1651.494140625
20240327113001,1567.2109375
20240327114001,1626.7470703125
20240327115001,1623.86669921875
20240327120001,1809.239501953125
20240327121001,1771.06640625
20240327122001,1869.7940673828125
20240327123001,1744.68408203125
20240327124001,1703.447998046875
20240327125001,1563.6552734375
20240327130001,1855.7518310546875
20240327131001,1824.3428955078125
20240327132001,1860.981689453125
20240327133001,1643.841796875
20240327134001,1652.2762451171875
20240327135001,1631.8603515625
20240327140001,1912.0921630859375
20240327141001,1894.561767578125
20240327142001,1967.669921875
20240327143001,1760.3717041015625
20240327144001,1809.6805419921875
20240327145001,1809.6805419921875
20240327150001,1977.04541015625
20240327151001,2022.70556640625
20240327152001,1982.5670166015625
20240327153001,1845.35107421875
20240327154001,1845.35107421875
20240327155001,1845.35107421875
20240327160001,1977.04541015625
20240327161001,2021.65234375
20240327162001,1981.5137939453125
20240327163001,1845.35107421875
20240327164001,1845.35107421875
20240327165001,1845.35107421875
20240329090001,1871.999755859375
20240329091001,1869.421875
20240329092001,1869.421875
20240329093001,1846.0289306640625
20240329094001,1846.0289306640625
20240329095001,1846.0289306640625
20240329100001,1916.9642333984375
20240329101001,1914.3863525390625
20240329102001,1914.3863525390625
20240329103001,1890.993408203125
20240329104001,1890.993408203125
20240329105001,1890.993408203125
20240329110001,2005.6336669921875
20240329111001,2003.0557861328125
20240329112001,2003.0557861328125
20240329113001,1979.662841796875
20240329114001,1979.662841796875
20240329115001,1979.662841796875
20240329120001,2005.4808349609375
20240329121001,2002.3831787109375
20240329122001,2002.3831787109375
20240329123001,2023.382080078125
20240329124001,2023.90185546875
20240329125001,2023.382080078125
20240329130001,2002.1787109375
20240329131001,1999.600830078125
20240329132001,1999.600830078125
20240329133001,2018.7247314453125
20240329134001,2018.7247314453125
20240329135001,2018.7247314453125
20240329140001,2040.8172607421875
20240329141001,2038.2393798828125
20240329142001,2038.2393798828125
20240329143001,2098.986083984375
20240329144001,2098.986083984375
20240329145001,2098.986083984375
20240329150001,1978.5838623046875
20240329151001,2000.9444580078125
20240329152001,1969.7979736328125
20240329153001,2021.5528564453125
20240329154001,2030.5450439453125
20240329155001,2050.005126953125
20240329160001,1978.5838623046875
20240329161001,2029.3968505859375
20240329162001,1989.25830078125
20240329163001,2050.005126953125
20240329164001,2050.005126953125
20240329165001,2054.290771484375
20240428090001,1441.8271484375
20240428091001,1461.001953125
20240428092001,1426.208251953125
20240428093001,1415.8564453125
20240428094001,1415.8564453125
20240428095001,1418.26318359375
20240428100001,1419.37255859375
20240428101001,1453.54541015625
20240428102001,1652.8162841796875
20240428103001,1652.2744140625
20240428104001,1633.2706298828125
20240428105001,1633.2706298828125
20240428110001,1579.446044921875
20240428111001,1582.8365478515625
20240428112001,1574.1934814453125
20240428113001,1568.18701171875
20240428114001,1594.752685546875
20240428115001,1606.7406005859375
20240428120001,1591.7481689453125
20240428121001,1554.9530029296875
20240428122001,1561.5345458984375
20240428123001,1581.927734375
20240428124001,1624.636962890625
20240428125001,1624.636962890625
20240428130001,1646.097900390625
20240428131001,1639.4405517578125
20240428132001,1485.0516357421875
20240428133001,1474.4879150390625
20240428134001,1412.5550537109375
20240428135001,1499.617431640625
20240428140001,1562.4979248046875
20240428141001,1534.7752685546875
20240428142001,1527.9483642578125
20240428143001,1595.0020751953125
20240428144001,1641.4713134765625
20240428145001,1643.8780517578125
20240428150001,1472.014892578125
20240428151001,1439.63037109375
20240428152001,1460.954833984375
20240428153001,1569.875
20240428154001,1569.875
20240428155001,1583.4237060546875
20240428160001,1619.7095947265625
20240428161001,1661.047119140625
20240428162001,1509.1279296875
20240428163001,1504.15966796875
20240428164001,1529.304443359375
20240428165001,1611.12646484375
20240430090001,1544.3819580078125
20240430091001,1550.075439453125
20240430092001,1598.02978515625
20240430093001,1584.8328857421875
20240430094001,1629.5777587890625
20240430095001,1595.896484375
20240430100001,1595.9588623046875
20240430101001,1591.49853515625
20240430102001,1591.49853515625
20240430103001,1603.8011474609375
20240430104001,1603.8011474609375
20240430105001,1603.8011474609375
20240430110001,1647.0333251953125
20240430111001,1647.1033935546875
20240430112001,1626.226318359375
20240430113001,1666.7579345703125
20240430114001,1630.087890625
20240430115001,1593.584228515625
20240430120001,1575.4180908203125
20240430121001,1588.18408203125
20240430122001,1595.991455078125
20240430123001,1598.5947265625
20240430124001,1599.7496337890625
20240430125001,1604.3704833984375
20240430130001,1601.165283203125
20240430131001,1596.723876953125
20240430132001,1626.8260498046875
20240430133001,1675.088623046875
20240430134001,1677.0699462890625
20240430135001,1624.6522216796875
20240430140001,1551.4013671875
20240430141001,1664.7384033203125
20240430142001,1666.639892578125
20240430143001,1725.73095703125
20240430144001,1722.1015625
20240430145001,1690.302734375
20240430150001,1522.463134765625
20240430151001,1508.14404296875
20240430152001,1506.8829345703125
20240430153001,1707.5242919921875
20240430154001,1515.6397705078125
20240430155001,1558.6033935546875
20240430160001,1535.3477783203125
20240430161001,1631.4796142578125
20240430162001,1586.958740234375
20240430163001,1638.7135009765625
20240430164001,1647.7056884765625
20240430165001,1686.2076416015625
20240515090001,1518.68701171875
20240515091001,1516.109130859375
20240515092001,1516.109130859375
20240515093001,1571.4718017578125
20240515094001,1544.4520263671875
20240515095001,1582.325439453125
20240515100001,1572.8968505859375
20240515101001,1520.4017333984375
20240515102001,1570.3189697265625
20240515103001,1582.876708984375
20240515104001,1583.132080078125
20240515105001,1583.132080078125
20240515110001,1596.5838623046875
20240515111001,1593.7506103515625
20240515112001,1675.19775390625
20240515113001,1699.1151123046875
20240515114001,1707.2752685546875
20240515115001,1734.173828125
20240515120001,1641.68798828125
20240515121001,1555.800537109375
20240515122001,1598.4957275390625
20240515123001,1610.7554931640625
20240515124001,1595.609130859375
20240515125001,1586.629638671875
20240515130001,1618.34228515625
20240515131001,1628.3880615234375
20240515132001,1590.876708984375
20240515133001,1555.0751953125
20240515134001,1625.772705078125
20240515135001,1672.912353515625
20240515140001,1643.3651123046875
20240515141001,1591.0426025390625
20240515142001,1616.587158203125
20240515143001,1675.423095703125
20240515144001,1665.2293701171875
20240515145001,1722.76513671875
20240515150001,1597.9124755859375
20240515151001,1665.6925048828125
20240515152001,1665.6925048828125
20240515153001,1746.0064697265625
20240515154001,1832.5570068359375
20240515155001,1763.9674072265625
20240515160001,1708.431640625
20240515161001,1747.828125
