"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"01","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.3","1.2","1.9","0.9","1.1","0.9","0.5","0.5","0.7","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.4"
"02","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.4","0.8","0.9","1.3","1.5","1.4","1.1","0.6","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.5"
"03","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.3","0.1","0.3","0.8","0.8","0.5","0.9","0.5","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.7"
"04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","1.4","2.0","0.7","2.0","1.2","0.7","0.4","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.5"
"05","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.3","0.6","1.1","1.1","2.1","2.1","2.0","1.8","1.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.600000000000001"
"06","0.0","0.0","0.0","0.0","0.0","0.0","0.3","1.1","1.8","2.5","3.0","3.2","3.1","2.8","2.1","1.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.2"
"07","0.0","0.0","0.0","0.0","0.0","0.0","0.3","1.4","1.8","2.6","3.0","3.2","3.2","2.5","1.4","0.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.099999999999998"
"08","0.0","0.0","0.0","0.0","0.0","0.0","0.2","1.0","1.9","2.7","2.8","1.7","1.4","1.1","0.4","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.5"
"09","0.0","0.0","0.0","0.0","0.0","0.0","0.2","1.3","1.8","2.2","1.0","0.8","0.8","0.6","0.2","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.199999999999998"
"10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.8","0.7","0.8","0.8","0.5","0.2","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3"
"11","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.5","1.4","1.0","0.4","0.3","0.4","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3999999999999995"
"12","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.8","1.5","1.4","2.7","1.9","0.9","0.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.5"
"13","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.8","1.6","2.3","1.8","2.4","2.2","1.6","1.4","0.7","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.099999999999998"
"14","0.0","0.0","0.0","0.0","0.0","0.0","0.2","1.0","1.8","2.4","2.9","3.1","3.0","2.6","2.0","0.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.7"
"15","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.6","1.3","2.4","2.5","2.5","2.9","1.8","0.9","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.500000000000002"
"16","0.0","0.0","0.0","0.0","0.0","0.0","0.2","1.0","1.6","2.4","2.8","2.9","2.3","2.2","1.5","0.6","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.9"
"17","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.9","1.6","2.7","2.8","3.1","3.0","2.7","2.0","1.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.200000000000003"
"18","0.0","0.0","0.0","0.0","0.0","0.0","0.2","1.0","1.8","2.4","2.8","3.3","3.0","2.5","1.4","0.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.2"
"19","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.9","1.8","2.5","2.9","3.0","2.9","2.6","2.0","1.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.1"
"20","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.4","0.6","0.5","1.6","1.5","1.4","0.9","0.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.7"
"21","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.2","0.9","1.1","1.1","0.5","0.6","0.5","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.3"
"22","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.8","1.7","1.8","2.1","3.1","1.5","1.1","0.5","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.2"
"23","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.2","0.6","0.9","1.0","1.4","1.2","1.0","0.8","0.5","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.799999999999999"
"24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.3","0.5","0.6","0.6","0.5","0.5","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.6"
"25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","1.2","1.7","0.9","1.2","0.7","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.600000000000001"
"26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.3","0.8","1.0","0.8","0.7","0.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.5"
"27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.8","1.8","2.3","2.9","2.9","2.5","1.3","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.200000000000001"
"28","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.4","0.9","2.1","2.0","2.9","1.8","0.4","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.100000000000001"
"29","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.5","1.0","1.6","2.4","2.5","1.6","1.4","0.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.799999999999999"
"30","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.4","0.4","0.8","0.6","0.7","1.3","0.9","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5"
"31","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"總和","0.0","0.0","0.0","0.0","0.0","0.0","3.4000000000000004","17.7","34.4","50.199999999999996","50.199999999999996","58.7","51.0","40.099999999999994","25.3","12.899999999999999","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","總和"
