
"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.37","0.69","0.82","1.53","1.12","0.67","0.81","0.63","0.08","0.00","0.00","0.00","0.00","0.00","0.00","6.72"
"02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.04","0.30","0.60","0.62","0.33","0.52","0.48","0.39","0.73","0.20","0.00","0.00","0.00","0.00","0.00","0.00","4.21"
"03","0.00","0.00","0.00","0.00","0.00","0.00","0.19","1.16","2.33","3.35","4.11","4.61","4.80","4.28","3.72","2.74","1.62","0.39","0.00","0.00","0.00","0.00","0.00","0.00","33.30"
"04","0.00","0.00","0.00","0.00","0.00","0.00","0.50","1.19","1.71","1.27","1.41","2.11","2.54","1.86","2.67","1.52","1.52","0.40","0.00","0.00","0.00","0.00","0.00","0.00","18.70"
"05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.54","2.18","1.88","1.34","1.48","1.42","1.01","1.33","1.88","1.19","0.18","0.00","0.00","0.00","0.00","0.00","0.00","14.43"
"06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.11","0.49","1.25","2.55","2.78","3.25","3.34","3.07","2.27","1.29","0.45","0.00","0.00","0.00","0.00","0.00","0.00","20.85"
"07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.28","0.72","0.81","1.21","0.83","0.90","0.52","0.37","0.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.71"
"08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.11","0.79","1.17","1.33","1.18","1.08","0.99","0.80","0.70","0.35","0.00","0.00","0.00","0.00","0.00","0.00","8.53"
"09","0.00","0.00","0.00","0.00","0.00","0.00","0.05","0.42","0.67","0.61","0.75","0.94","0.66","0.60","0.52","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.23"
"10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.05","0.22","0.60","0.60","0.63","0.82","0.74","0.60","0.39","0.36","0.01","0.00","0.00","0.00","0.00","0.00","0.00","5.02"
"11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.49","2.25","1.43","0.70","0.31","0.38","0.29","0.09","0.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.16"
"12","0.00","0.00","0.00","0.00","0.00","0.00","0.02","1.29","2.55","3.49","4.19","4.80","4.80","4.32","3.72","2.77","1.64","0.42","0.00","0.00","0.00","0.00","0.00","0.00","34.01"
"13","0.00","0.00","0.00","0.00","0.00","0.00","0.20","1.26","2.41","3.37","4.07","4.49","4.53","4.20","3.55","2.52","1.11","0.15","0.00","0.00","0.00","0.00","0.00","0.00","31.86"
"14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.17","0.60","0.60","0.60","0.86","2.38","2.06","1.42","0.65","0.00","0.00","0.00","0.00","0.00","0.00","9.34"
"15","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.26","0.63","1.18","1.34","1.20","0.99","0.91","0.39","0.30","0.01","0.00","0.00","0.00","0.00","0.00","0.00","7.24"
"16","0.00","0.00","0.00","0.00","0.00","0.00","0.26","1.51","2.27","3.11","3.65","2.31","1.55","1.04","0.82","0.53","0.67","0.39","0.00","0.00","0.00","0.00","0.00","0.00","18.11"
"17","0.00","0.00","0.00","0.00","0.00","0.00","0.17","1.67","2.58","3.42","3.13","2.87","3.27","1.79","1.62","1.74","1.62","0.50","0.00","0.00","0.00","0.00","0.00","0.00","24.38"
"18","0.00","0.00","0.00","0.00","0.00","0.00","0.13","1.74","2.50","3.40","4.12","3.96","1.98","2.43","1.65","1.42","0.70","0.42","0.00","0.00","0.00","0.00","0.00","0.00","24.45"
"19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.25","0.66","1.30","1.63","1.91","2.75","3.15","2.88","2.29","1.56","0.46","0.00","0.00","0.00","0.00","0.00","0.00","18.84"
"20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.53","0.60","1.14","1.25","1.85","1.71","2.57","1.95","0.84","0.45","0.00","0.00","0.00","0.00","0.00","0.00","12.91"
"21","0.00","0.00","0.00","0.00","0.00","0.00","0.03","1.95","1.87","1.54","3.66","4.56","3.93","3.41","3.23","1.20","0.71","0.02","0.00","0.00","0.00","0.00","0.00","0.00","26.11"
