DateTime,Date,Month,Day,Hour,Minute,Weekday,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power,SunlightPred,GlobalRad,Precp
2024-01-06 06:30:00,5.0,1,6,6,30,5,0.0,1016.1177777777776,14.58888888888889,81.10888888888888,172.8711111111111,0.0,-0.8024078661211411,45.99,-0.6293203910498376,0.0022222222222222,172.87,0.0,0.0
2024-01-06 06:40:00,5.0,1,6,6,40,5,0.0,1016.35375,14.64375,80.79125,437.39625,0.0,-0.8032607911501256,45.99,-0.6293203910498376,0.01625,437.4,0.0,0.0
2024-01-06 06:50:00,5.0,1,6,6,50,5,0.0,1016.51,14.45875,81.8025,781.25125,0.0,-0.8041120722178903,45.99,-0.6293203910498376,0.05625,781.25,0.0,0.0
2024-01-06 07:00:00,5.0,1,6,7,0,5,0.0,1016.605,14.465,82.033,1211.082,0.0,-0.8049617075821961,45.99,-0.6293203910498376,0.151,1211.08,0.0,0.0
2024-01-06 07:10:00,5.0,1,6,7,10,5,0.0,1016.644,14.377,82.64500000000001,1626.582,0.0,-0.8058096955041703,45.99,-0.6293203910498376,0.296,1626.58,0.0166666666666666,0.0
2024-01-06 07:20:00,5.0,1,6,7,20,5,0.0,1016.762,14.37,83.0,2048.75,0.0,-0.8066560342483136,45.99,-0.6293203910498376,0.518,2048.75,0.0333333333333333,0.0
2024-01-06 07:30:00,5.0,1,6,7,30,5,0.0,1016.932,14.669,82.0,2479.584,0.0,-0.8075007220825,45.99,-0.6293203910498376,0.8320000000000001,2479.58,0.05,0.0
2024-01-06 07:40:00,5.0,1,6,7,40,5,0.0,1017.081,14.767,82.19800000000001,3151.166,0.0,-0.808343757277984,45.99,-0.6293203910498376,1.589,3151.17,0.0666666666666666,0.0
2024-01-06 07:50:00,5.0,1,6,7,50,5,0.0,1017.2822222222223,15.17888888888889,80.32444444444445,4026.2966666666666,0.0,-0.809185138109402,45.99,-0.6293203910498376,2.4966666666666666,4026.3,0.0833333333333333,0.0
2024-01-06 08:00:00,5.0,1,6,8,0,5,0.0,1017.271,15.52,78.94399999999999,3958.501,0.0,-0.810024862854775,45.99,-0.6293203910498376,2.4189999999999996,3958.5,0.1,0.0
2024-01-06 08:10:00,5.0,1,6,8,10,5,0.0,1017.466,15.787,78.477,4130.416,0.0,-0.8108629297955159,45.99,-0.6293203910498376,2.565,4130.42,0.2166666666666662,0.0
2024-01-06 08:20:00,5.0,1,6,8,20,5,0.0,1017.653,16.086000000000002,77.502,4969.5830000000005,0.0,-0.8116993372164257,45.99,-0.6293203910498376,3.774,4969.58,0.3333333333333325,0.0
2024-01-06 08:30:00,5.0,1,6,8,30,5,0.0,1017.602,16.448,75.533,5688.832,0.0,-0.8125340834057092,45.99,-0.6293203910498376,5.218,5688.83,0.45,0.0
