DateTime,Date,Month,Day,Hour,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power
2024-03-02 09:00:00,61.0,3,2,9,0.635,1020.5629999999999,16.509,92.90599999999999,19133.002,0.012536476519766561,-0.9159670936659636,38.04,-0.6819983600624984,121.95899999999999
2024-03-02 09:10:00,61.0,3,2,9,1.09,1020.3969999999999,21.672,75.693,40267.293,0.012533562568127859,-0.9164444847652715,38.04,-0.6819983600624984,319.76599999999996
2024-03-02 09:20:00,61.0,3,2,9,1.2269999999999999,1020.383,20.811,75.191,28759.28,0.01253064861638272,-0.9169205750977909,38.04,-0.6819983600624984,151.91299999999998
2024-03-02 09:30:00,61.0,3,2,9,1.2189999999999999,1020.441,19.347,79.478,20021.5,0.012527734664531161,-0.9173953639877771,38.04,-0.6819983600624984,68.623
2024-03-02 09:40:00,61.0,3,2,9,1.105,1020.3969999999999,18.259,78.842,15427.333000000002,0.012524820712573211,-0.9178688507613325,38.04,-0.6819983600624984,40.484
2024-03-02 09:50:00,61.0,3,2,9,0.836,1020.3639999999999,18.568,80.098,18208.584,0.012521906760508895,-0.9183410347464078,38.04,-0.6819983600624984,54.188
2024-03-02 10:00:00,61.0,3,2,10,0.635,1020.249,18.508,79.012,16047.416000000001,0.012518992808338238,-0.918811915272803,38.04,-0.6819983600624984,45.494
2024-03-02 10:10:00,61.0,3,2,10,0.173,1020.1600000000001,19.517000000000003,76.582,17753.833,0.012516078856061265,-0.919281491672168,38.04,-0.6819983600624984,55.659000000000006
2024-03-02 10:20:00,61.0,3,2,10,0.472,1020.2549999999999,18.425,74.548,7036.834,0.012513164903677997,-0.9197497632780036,38.04,-0.6819983600624984,8.95
2024-03-02 10:30:00,61.0,3,2,10,0.611,1020.327,17.500999999999998,82.348,16586.166999999998,0.012510250951188464,-0.9202167294256629,38.04,-0.6819983600624984,55.43399999999999
2024-03-02 10:40:00,61.0,3,2,10,0.6519999999999999,1020.068,18.294,81.89500000000001,21849.749,0.012507336998592689,-0.9206823894523516,38.04,-0.6819983600624984,87.299
2024-03-02 10:50:00,61.0,3,2,10,0.766,1019.969,18.726,77.801,26501.582000000002,0.012504423045890695,-0.9211467426971294,38.04,-0.6819983600624984,121.15
2024-03-02 11:00:00,61.0,3,2,11,0.348,1019.893,19.157,76.11,20966.5,0.012501509093082503,-0.9216097885009107,38.04,-0.6819983600624984,86.071
2024-03-02 11:10:00,61.0,3,2,11,0.461,1020.0319999999999,17.630000000000003,79.559,9231.332,0.012498595140168151,-0.9220715262064663,38.04,-0.6819983600624984,14.629
2024-03-02 11:20:00,61.0,3,2,11,0.5309999999999999,1019.8280000000001,17.814999999999998,79.811,24346.666,0.012495681187147651,-0.9225319551584222,38.04,-0.6819983600624984,107.872
2024-03-02 11:30:00,61.0,3,2,11,0.758,1019.473,19.869999999999997,76.926,34744.53,0.012492767234021032,-0.9229910747032635,38.04,-0.6819983600624984,219.96300000000002
2024-03-02 11:40:00,61.0,3,2,11,0.8720000000000001,1019.1569999999999,18.887,79.53999999999999,24777.916999999998,0.012489853280788318,-0.9234488841893325,38.04,-0.6819983600624984,110.26399999999998
