"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1002.0","24.9","94","0.2","0","1.9","252","0.0","0.00"
"02","1001.6","24.3","96","0.0","0","1.0","227","0.0","0.00"
"03","1001.0","24.0","98","0.3","209","1.3","224","0.0","0.00"
"04","1000.6","23.8","98","0.1","0","1.9","215","0.0","0.00"
"05","1000.7","23.8","96","0.3","231","2.0","261","0.0","0.00"
"06","1001.1","23.9","96","0.5","262","2.2","212","0.0","0.00"
"07","1001.8","27.0","81","0.4","248","2.9","265","0.0","0.40"
"08","1002.3","29.9","73","0.5","227","3.2","226","0.0","1.20"
"09","1002.6","32.0","65","0.9","229","3.0","222","0.0","2.10"
"10","1002.6","33.6","56","0.5","267","2.4","212","0.0","2.70"
"11","1002.3","34.6","59","0.6","109","2.5","112","0.0","3.20"
"12","1001.7","34.3","61","0.7","130","3.2","202","0.0","3.40"
"13","1001.3","34.3","61","0.4","169","4.8","107","0.0","3.40"
"14","1001.0","35.0","61","0.5","136","4.6","86","0.0","3.00"
"15","1000.7","33.0","68","0.2","0","2.8","69","0.0","2.10"
"16","1000.9","32.3","70","0.4","85","3.0","103","0.0","1.20"
"17","1001.3","30.1","78","0.2","0","2.7","46","0.0","0.20"
"18","1001.6","29.3","80","0.2","0","2.7","79","0.0","0.00"
"19","1001.5","29.1","82","0.1","0","1.8","226","0.0","0.00"
"20","1002.7","27.6","91","0.0","0","0.0","0","0.0","0.00"
"21","1003.5","26.9","95","0.0","0","0.0","0","0.0","0.00"
"22","1003.5","26.5","96","0.0","0","0.0","0","0.0","0.00"
"23","1004.0","26.1","96","0.0","0","0.6","232","0.0","0.00"
"24","1003.9","25.8","97","0.0","0","0.5","206","0.0","0.00"
