"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.5","24.0","100","0.0","0","0.6","246","0.0","0.00"
"02","1005.7","23.9","100","0.1","0","1.4","6","0.0","0.00"
"03","1005.4","23.8","100","0.6","52","3.5","38","0.5","0.00"
"04","1005.7","23.3","99","0.5","58","3.6","14","0.0","0.00"
"05","1006.3","22.9","98","0.8","40","3.9","86","0.0","0.00"
"06","1007.1","22.3","97","0.8","39","4.0","341","0.0","0.00"
"07","1007.7","22.2","94","0.8","56","4.7","91","0.0","0.00"
"08","1008.5","22.2","91","1.1","48","3.8","37","0.0","0.10"
"09","1009.1","22.0","92","0.7","53","5.5","45","0.0","0.10"
"10","1009.5","21.4","95","0.7","57","4.9","103","0.0","0.20"
"11","1009.5","21.1","93","0.8","37","5.1","83","0.5","0.20"
"12","1009.7","21.8","84","1.5","62","5.5","52","0.0","0.30"
"13","1009.5","21.7","79","1.5","51","4.8","5","0.0","0.30"
"14","1009.2","21.7","79","0.7","17","5.5","55","0.0","0.20"
"15","1009.0","21.3","77","0.9","38","4.4","331","0.0","0.20"
"16","1008.9","21.3","80","0.6","54","3.2","70","0.0","0.10"
"17","1009.0","20.9","85","0.3","313","2.7","310","0.0","0.00"
"18","1009.7","20.3","93","0.0","0","0.8","282","0.0","0.00"
"19","1010.1","20.1","96","0.0","0","0.0","0","0.0","0.00"
"20","1010.6","20.0","96","0.0","0","0.4","343","0.0","0.00"
"21","1010.8","20.1","95","0.0","0","0.0","0","0.0","0.00"
"22","1010.7","19.7","97","0.3","50","1.7","62","0.0","0.00"
"23","1010.1","19.5","98","0.0","0","0.2","0","0.0","0.00"
"24","1009.5","19.5","99","0.0","0","0.5","35","0.0","0.00"
