"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.8","22.4","100","0.2","0","1.1","220","0.0","0.00"
"02","1010.0","22.5","100","0.0","0","1.1","218","0.0","0.00"
"03","1009.7","22.3","100","0.0","0","1.1","212","0.0","0.00"
"04","1009.0","21.9","100","0.0","0","0.9","234","0.0","0.00"
"05","1009.6","21.7","100","0.1","0","0.9","239","0.0","0.00"
"06","1009.8","21.8","100","0.0","0","1.7","287","0.0","0.00"
"07","1010.7","22.1","100","0.3","226","1.4","223","0.0","0.10"
"08","1011.5","25.4","89","0.6","220","2.5","250","0.0","0.60"
"09","1011.5","27.5","79","0.4","276","2.7","188","0.0","1.30"
"10","1011.6","30.7","66","0.5","112","1.4","208","0.0","2.40"
"11","1011.0","30.4","71","0.9","37","3.1","48","0.0","2.50"
"12","1010.4","31.5","68","1.1","83","3.7","28","0.0","2.50"
"13","1009.9","31.3","68","1.1","78","4.4","134","0.0","2.90"
"14","1009.6","29.4","79","1.1","72","3.4","95","0.0","1.80"
"15","1009.6","28.4","83","1.0","58","3.8","31","0.0","0.90"
"16","1009.8","27.8","86","0.8","48","2.9","56","&","0.50"
"17","1010.3","26.2","91","0.0","0","1.7","14","0.0","0.00"
"18","1010.7","25.4","93","0.3","359","2.3","13","0.0","0.00"
"19","1011.6","24.7","97","0.4","55","1.8","52","0.0","0.00"
"20","1011.9","24.3","99","0.0","0","1.6","312","0.5","0.00"
"21","1012.3","24.4","100","0.0","0","0.6","163","0.5","0.00"
"22","1012.5","24.3","100","0.0","0","0.7","181","0.0","0.00"
"23","1012.3","24.3","100","0.1","0","1.1","183","0.0","0.00"
"24","1011.8","24.1","100","0.0","0","1.1","183","0.0","0.00"
