"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1009.1","22.4","100","0.0","0","0.5","270","0.0","0.00"
"02","1008.3","22.0","100","0.0","0","0.9","270","0.0","0.00"
"03","1008.1","21.7","100","0.0","0","0.5","270","0.5","0.00"
"04","1008.1","22.0","100","0.0","0","0.7","269","0.0","0.00"
"05","1007.8","22.1","100","0.0","0","1.0","269","0.0","0.00"
"06","1008.1","22.0","100","0.0","0","0.5","268","1.0","0.00"
"07","1008.9","22.1","100","0.0","0","0.0","0","0.0","0.00"
"08","1009.5","22.6","100","0.1","0","0.9","257","1.0","0.10"
"09","1009.3","22.9","100","0.3","217","2.2","211","0.0","0.30"
"10","1009.1","23.6","100","0.1","0","1.5","274","0.0","0.60"
"11","1008.9","26.5","85","0.6","198","2.5","270","0.0","1.90"
"12","1008.5","27.2","79","1.0","42","3.3","108","0.0","2.70"
"13","1007.9","27.0","80","1.7","78","4.5","22","0.0","2.70"
"14","1006.8","25.9","84","1.3","59","5.0","104","0.0","1.30"
"15","1006.4","25.7","86","1.2","64","3.8","74","0.0","0.70"
"16","1006.8","25.5","87","1.3","70","4.5","82","0.0","0.50"
"17","1006.8","25.2","88","0.9","58","4.5","89","0.0","0.20"
"18","1007.3","24.5","91","0.7","34","3.3","40","0.0","0.10"
"19","1007.7","23.7","95","0.0","0","2.7","74","0.0","0.00"
"20","1008.4","23.2","98","0.0","0","0.0","0","0.0","0.00"
"21","1008.6","22.9","99","0.0","0","0.3","320","0.0","0.00"
"22","1008.9","22.7","99","0.0","0","0.0","0","0.0","0.00"
"23","1008.6","22.8","99","0.0","0","0.4","312","0.0","0.00"
"24","1008.3","22.7","99","0.0","0","0.6","311","0.0","0.00"
