"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1001.4","25.9","96","0.0","0","1.9","240","0.0","0.00"
"02","1000.9","25.3","97","0.0","0","1.6","200","0.0","0.00"
"03","1000.6","24.9","98","0.0","0","1.0","216","0.0","0.00"
"04","1000.6","24.6","99","0.0","0","0.0","0","0.0","0.00"
"05","1001.0","24.4","100","0.0","0","0.9","209","0.0","0.00"
"06","1001.6","24.5","100","0.0","0","0.9","218","0.0","0.00"
"07","1002.1","27.2","93","0.4","206","2.0","203","0.0","0.40"
"08","1002.3","30.6","74","0.2","0","2.6","215","0.0","1.20"
"09","1002.7","32.2","64","0.5","244","1.8","207","0.0","2.10"
"10","1002.1","33.4","64","0.4","263","2.0","267","0.0","2.70"
"11","1001.4","34.2","62","0.7","127","2.2","258","0.0","3.20"
"12","1001.1","34.8","67","0.7","119","3.2","102","0.0","3.50"
"13","1000.7","34.9","60","0.7","57","3.0","91","0.0","3.50"
"14","1000.4","33.6","63","0.8","127","3.7","50","0.0","3.00"
"15","999.7","34.7","63","0.6","3","2.1","60","0.0","2.50"
"16","998.8","35.4","59","0.1","0","2.4","91","0.0","1.90"
"17","999.0","31.9","75","0.1","0","2.4","287","0.0","0.80"
"18","999.1","30.1","84","0.0","0","1.6","120","0.0","0.20"
"19","999.4","28.0","93","0.0","0","0.0","0","0.0","0.00"
"20","999.9","27.2","95","0.0","0","0.0","0","0.0","0.00"
"21","1000.5","27.1","97","0.0","0","0.1","0","0.0","0.00"
"22","1000.3","26.7","96","0.0","0","0.6","196","0.0","0.00"
"23","999.8","26.1","97","0.0","0","1.0","207","0.0","0.00"
"24","999.7","25.8","98","0.0","0","0.0","0","0.0","0.00"
