"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.1","25.4","96","0.1","0","0.9","231","0.0","0.00"
"02","1006.7","25.3","95","0.3","271","1.8","291","0.0","0.00"
"03","1006.7","25.0","96","0.1","0","2.3","216","0.0","0.00"
"04","1006.6","24.5","98","0.0","0","0.8","190","0.0","0.00"
"05","1006.5","24.4","99","0.1","0","1.1","202","0.0","0.00"
"06","1006.5","24.6","99","0.0","0","0.9","202","0.0","0.00"
"07","1007.1","26.4","92","0.2","0","1.8","228","0.0","0.30"
"08","1007.8","30.0","78","0.6","234","3.2","205","0.0","1.00"
"09","1007.6","31.6","71","0.0","0","2.8","207","0.0","1.60"
"10","1007.3","30.5","77","0.4","112","2.0","299","0.0","1.70"
"11","1007.1","31.5","75","1.6","64","4.4","50","0.0","3.00"
"12","1006.4","32.3","70","1.1","50","4.8","72","0.0","3.40"
"13","1005.7","33.0","68","1.0","52","4.6","1","0.0","3.00"
"14","1005.3","30.6","78","1.0","67","4.1","103","0.0","2.20"
"15","1005.1","28.3","87","0.4","333","3.0","115","0.0","0.10"
"16","1005.6","25.2","98","0.2","0","2.1","269","7.5","0.00"
"17","1004.9","25.3","99","0.0","0","1.6","193","0.0","0.00"
"18","1005.1","25.2","99","0.0","0","0.9","231","0.0","0.00"
"19","1005.0","25.0","100","0.0","0","0.8","258","0.0","0.00"
"20","1005.7","25.1","100","0.0","0","0.0","0","0.0","0.00"
"21","1006.8","24.8","100","0.0","0","1.3","253","0.0","0.00"
"22","1006.0","24.6","100","0.0","0","1.0","214","0.0","0.00"
"23","1006.2","24.4","100","0.0","0","0.8","212","0.0","0.00"
"24","1005.8","24.7","100","0.0","0","1.4","220","0.0","0.00"
