"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1009.1","22.6","91","0.2","0","1.5","220","0.0","0.00"
"02","1008.7","22.4","85","0.3","229","2.1","226","0.0","0.00"
"03","1008.2","21.9","88","0.0","0","1.5","307","0.0","0.00"
"04","1008.0","21.0","96","0.0","0","0.0","0","0.0","0.00"
"05","1008.2","21.1","95","0.0","0","0.8","223","0.0","0.00"
"06","1008.6","21.6","95","0.0","0","0.9","223","0.0","0.00"
"07","1009.2","23.0","89","0.2","0","2.1","226","0.0","0.30"
"08","1009.5","25.2","78","0.7","233","2.4","203","0.0","0.90"
"09","1009.5","27.8","67","0.7","244","3.0","206","0.0","1.80"
"10","1009.5","29.4","56","0.8","238","2.4","238","0.0","2.00"
"11","1009.4","31.1","55","0.6","217","2.9","252","0.0","3.10"
"12","1009.0","30.8","60","0.7","135","3.2","98","0.0","2.70"
"13","1008.5","28.2","71","0.5","148","2.8","169","0.0","1.30"
"14","1008.3","27.1","72","0.4","248","2.5","202","0.0","0.30"
"15","1007.7","26.6","80","0.0","0","2.2","261","0.0","0.30"
"16","1007.4","26.6","76","0.2","0","1.6","236","0.0","0.40"
"17","1007.6","25.9","83","0.0","0","1.3","260","0.0","0.10"
"18","1007.7","25.5","87","0.0","0","0.0","0","0.0","0.10"
"19","1008.1","24.7","90","0.0","0","0.0","0","0.0","0.00"
"20","1008.6","24.3","93","0.0","0","0.0","0","0.0","0.00"
"21","1008.6","23.8","93","0.0","0","0.3","180","0.0","0.00"
"22","1009.5","23.8","95","0.0","0","0.0","0","0.0","0.00"
"23","1009.1","23.9","92","0.3","247","1.3","251","0.0","0.00"
"24","1008.4","23.9","91","0.0","0","1.7","277","0.0","0.00"
