"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1001.4","25.4","100","0.0","0","1.5","237","0.0","0.00"
"02","1000.8","25.3","100","0.0","0","0.7","239","0.0","0.00"
"03","1000.8","25.0","100","0.0","0","0.8","211","0.0","0.00"
"04","1001.5","24.9","100","0.0","0","0.9","254","0.0","0.00"
"05","1000.9","24.9","100","0.0","0","1.2","138","0.0","0.00"
"06","1001.3","24.9","100","0.0","0","1.3","248","0.0","0.00"
"07","1001.8","25.9","100","0.1","0","1.3","215","0.0","0.20"
"08","1001.6","27.9","93","0.0","0","1.6","215","0.0","0.90"
"09","1002.5","29.8","83","0.0","0","1.9","219","0.0","1.40"
"10","1003.6","31.8","79","0.3","167","1.8","218","0.0","2.10"
"11","1003.3","32.2","72","0.4","90","2.5","90","0.0","2.00"
"12","1003.2","31.1","80","0.8","92","3.9","100","0.0","1.70"
"13","1003.0","29.5","87","0.1","0","3.1","104","0.0","1.10"
"14","1002.9","27.3","95","0.0","0","1.4","199","2.0","0.20"
"15","1002.1","26.2","98","0.1","0","3.6","275","4.0","0.20"
"16","1001.8","26.7","99","0.0","0","0.7","129","1.0","0.30"
"17","1002.0","26.7","98","0.0","0","1.0","327","0.0","0.20"
"18","1002.1","26.5","98","0.1","0","1.4","224","0.0","0.10"
"19","1002.4","26.1","99","0.2","0","1.5","218","0.0","0.00"
"20","1002.7","26.0","100","0.2","0","1.2","268","0.0","0.00"
"21","1003.4","25.9","100","0.0","0","2.5","224","0.0","0.00"
"22","1003.4","25.7","100","0.0","0","1.1","198","0.0","0.00"
"23","1003.5","25.6","100","0.0","0","1.2","229","0.0","0.00"
"24","1003.5","25.6","100","0.0","0","0.3","204","0.0","0.00"
