"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1013.0","24.7","98","0.0","0","1.6","77","0.5","0.00"
"02","1013.1","24.4","100","0.0","0","0.9","74","1.5","0.00"
"03","1012.6","24.5","100","0.0","0","0.9","127","0.5","0.00"
"04","1013.0","24.4","100","0.3","75","3.1","97","2.0","0.00"
"05","1013.5","24.2","100","0.0","0","1.4","32","1.0","0.00"
"06","1014.3","24.0","100","0.0","0","0.7","61","0.5","0.00"
"07","1014.9","23.8","100","0.0","0","1.5","360","4.5","0.00"
"08","1015.4","24.5","100","0.0","0","0.6","23","0.0","0.10"
"09","1015.8","25.1","99","0.0","0","1.0","44","0.5","0.40"
"10","1015.8","25.9","96","0.2","0","2.5","310","0.0","0.60"
"11","1015.0","26.4","97","0.0","0","1.7","47","0.0","0.50"
"12","1014.4","29.0","81","1.1","39","4.0","14","0.0","1.60"
"13","1013.5","29.1","83","0.7","55","4.4","38","0.0","1.50"
"14","1013.0","28.1","82","1.2","50","4.5","46","0.0","1.40"
"15","1012.9","27.5","87","1.0","59","5.3","51","0.0","0.90"
"16","1013.0","27.1","90","0.4","66","4.8","87","0.0","0.50"
"17","1013.4","25.5","96","0.9","59","4.3","71","0.0","0.20"
"18","1013.6","24.7","99","0.1","0","2.1","52","1.0","0.00"
"19","1014.0","24.1","100","0.0","0","3.0","20","2.0","0.00"
"20","1014.4","24.4","100","0.0","0","0.4","68","0.0","0.00"
"21","1014.6","24.5","100","0.0","0","0.0","0","0.0","0.00"
"22","1014.3","24.4","100","0.0","0","0.9","49","0.0","0.00"
"23","1014.1","24.4","100","0.0","0","0.6","3","0.5","0.00"
"24","1013.6","24.0","100","0.0","0","1.7","94","0.0","0.00"
