"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.4","26.7","98","0.0","0","0.0","0","0.0","0.00"
"02","1003.2","26.4","98","0.0","0","1.6","296","0.0","0.00"
"03","1002.8","26.5","98","0.1","0","0.8","223","0.0","0.00"
"04","1003.1","26.4","98","0.1","0","1.5","238","0.0","0.00"
"05","1003.4","26.2","97","0.3","231","2.3","237","0.0","0.00"
"06","1003.8","26.7","97","0.2","0","1.9","203","0.0","0.00"
"07","1004.2","28.2","91","0.2","0","1.6","228","0.0","0.40"
"08","1004.5","30.7","77","0.2","0","1.8","207","0.0","1.20"
"09","1004.1","32.8","70","0.0","0","1.8","159","0.0","1.80"
"10","1003.4","34.1","67","0.5","277","1.8","315","0.0","2.90"
"11","1003.1","34.0","67","0.6","106","2.8","83","0.0","2.50"
"12","1002.4","34.7","63","0.5","23","2.6","145","0.0","3.60"
"13","1001.7","34.6","60","0.5","54","2.7","91","0.0","3.30"
"14","1001.4","33.9","64","0.6","73","3.0","95","0.0","3.00"
"15","1001.5","33.9","67","0.3","11","2.9","134","0.0","1.80"
"16","1001.5","32.0","74","0.2","0","2.8","18","0.0","0.70"
"17","1001.9","30.7","81","0.0","0","1.4","19","0.0","0.40"
"18","1002.4","30.2","83","0.2","0","1.4","114","0.0","0.10"
"19","1003.0","29.5","87","0.1","0","1.7","281","0.0","0.00"
"20","1004.1","28.3","94","0.0","0","1.2","102","X","0.00"
"21","1004.2","27.2","98","0.6","331","3.1","313","X","0.00"
"22","1004.9","27.1","99","0.1","0","2.9","29","X","0.00"
"23","1005.1","27.0","99","0.0","0","1.7","31","0.0","0.00"
"24","1004.5","26.8","99","0.0","0","0.8","176","0.0","0.00"
