"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.5","26.0","100","0.0","0","0.4","281","0.0","0.00"
"02","1003.3","26.0","100","0.0","0","0.0","0","0.0","0.00"
"03","1003.0","25.7","100","0.0","0","0.0","0","0.0","0.00"
"04","1003.0","25.4","100","0.0","0","0.0","0","0.0","0.00"
"05","1003.3","25.2","100","0.0","0","0.0","0","0.0","0.00"
"06","1003.6","25.7","100","0.0","0","0.0","0","0.0","0.00"
"07","1004.1","27.1","100","0.0","0","1.1","203","0.0","0.50"
"08","1004.7","29.7","90","0.9","231","3.0","222","0.0","1.60"
"09","1004.6","32.2","76","0.3","27","2.0","220","0.0","2.20"
"10","1004.4","32.9","72","0.4","36","2.2","297","0.0","2.70"
"11","1004.1","32.9","69","1.1","74","3.8","46","0.0","3.30"
"12","1003.6","33.2","73","1.0","23","3.7","112","0.0","3.40"
"13","1003.0","33.0","72","1.1","54","4.8","81","0.0","3.40"
"14","1002.6","33.2","71","1.0","56","4.2","111","0.0","3.10"
"15","1002.2","33.0","74","1.2","78","4.2","135","0.0","2.70"
"16","1002.1","32.3","75","1.0","47","3.6","37","0.0","1.60"
"17","1002.4","31.7","78","0.9","76","4.8","357","0.0","1.30"
"18","1002.6","30.1","84","0.6","43","3.6","43","0.0","0.30"
"19","1003.4","29.1","89","0.0","0","2.5","347","0.0","0.00"
"20","1003.7","28.4","93","0.2","0","1.5","51","0.0","0.00"
"21","1004.1","28.2","95","0.0","0","1.4","32","0.0","0.00"
"22","1004.2","27.5","96","0.0","0","0.7","342","0.0","0.00"
"23","1004.2","27.2","98","0.1","0","0.8","342","0.0","0.00"
"24","1003.7","26.7","98","0.0","0","0.8","342","0.0","0.00"
