"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.3","25.0","98","0.0","0","0.5","68","0.0","0.00"
"02","1002.9","23.9","98","0.0","0","0.8","68","0.0","0.00"
"03","1002.4","23.3","98","0.0","0","0.5","68","0.0","0.00"
"04","1002.9","23.2","99","0.0","0","0.0","0","0.0","0.00"
"05","1003.6","23.3","98","0.0","0","0.9","56","0.0","0.00"
"06","1002.6","23.3","98","0.1","0","1.3","209","0.0","0.00"
"07","1003.5","24.7","91","0.2","0","1.6","194","0.0","0.20"
"08","1004.5","26.1","86","0.2","0","1.2","184","0.0","0.40"
"09","1005.1","27.8","79","0.1","0","1.9","177","0.0","1.00"
"10","1006.1","23.8","97","1.4","55","6.3","29","5.0","0.20"
"11","1006.2","23.6","95","1.3","49","5.6","38","0.5","0.30"
"12","1006.0","23.5","94","1.5","71","4.9","78","0.0","0.20"
"13","1006.0","22.9","92","1.3","59","6.1","69","0.0","0.10"
"14","1006.2","22.3","96","0.5","27","5.6","44","1.0","0.10"
"15","1006.6","22.0","98","0.2","0","3.5","344","2.5","0.20"
"16","1006.7","21.7","98","0.1","0","3.7","31","2.5","0.10"
"17","1007.2","21.5","99","0.2","0","1.7","284","0.5","0.00"
"18","1007.9","21.3","99","0.1","0","1.5","316","1.5","0.00"
"19","1008.8","21.2","99","0.0","0","2.4","318","0.5","0.00"
"20","1009.5","21.4","100","0.0","0","0.0","0","0.0","0.00"
"21","1010.0","21.3","100","0.0","0","0.8","231","0.0","0.00"
"22","1009.8","21.1","100","0.0","0","0.9","230","0.0","0.00"
"23","1009.2","21.0","100","0.1","0","1.6","217","0.0","0.00"
"24","1008.6","21.0","100","0.0","0","1.0","239","0.0","0.00"
