"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.4","26.2","97","0.0","0","0.1","0","0.0","0.00"
"02","1003.0","25.7","98","0.0","0","0.0","0","0.0","0.00"
"03","1002.7","25.2","98","0.0","0","1.1","230","0.0","0.00"
"04","1002.5","24.9","99","0.0","0","1.1","204","0.0","0.00"
"05","1002.5","24.4","99","0.0","0","0.0","0","0.0","0.00"
"06","1003.1","24.5","100","0.1","0","0.7","212","0.0","0.00"
"07","1003.5","28.2","86","0.3","217","1.7","217","0.0","0.50"
"08","1003.9","31.4","72","0.3","179","1.8","238","0.0","1.30"
"09","1004.0","32.5","67","0.2","0","1.6","242","0.0","2.00"
"10","1003.3","33.4","62","0.7","216","1.9","238","0.0","2.80"
"11","1002.9","34.2","60","1.0","37","3.5","14","0.0","3.30"
"12","1002.8","33.7","58","1.4","52","4.7","95","0.0","3.50"
"13","1002.3","34.0","63","0.9","56","4.6","73","0.0","3.60"
"14","1001.9","33.9","60","1.5","83","4.4","109","0.0","3.30"
"15","1001.8","33.8","59","1.5","53","4.4","104","0.0","2.80"
"16","1001.9","31.3","70","0.9","61","4.5","69","0.0","1.10"
"17","1001.9","30.8","75","0.3","79","3.1","99","0.0","0.50"
"18","1001.7","29.8","80","0.1","0","1.4","81","0.0","0.10"
"19","1001.6","28.8","84","0.0","0","1.5","32","0.0","0.00"
"20","1001.6","28.0","89","0.0","0","1.2","22","0.0","0.00"
"21","1002.3","27.2","94","0.0","0","0.0","0","0.0","0.00"
"22","1002.9","27.4","93","0.0","0","0.1","0","0.0","0.00"
"23","1003.0","27.0","92","0.0","0","1.5","214","0.0","0.00"
"24","1002.8","26.4","96","0.1","0","0.7","221","0.0","0.00"
