"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.6","22.6","100","0.0","0","0.6","311","0.0","0.00"
"02","1006.7","22.4","100","0.0","0","0.8","311","0.0","0.00"
"03","1006.3","22.3","100","0.0","0","0.6","311","0.0","0.00"
"04","1006.2","22.0","100","0.0","0","0.0","0","0.0","0.00"
"05","1006.6","21.9","100","0.0","0","0.0","0","0.0","0.00"
"06","1006.9","21.8","100","0.0","0","0.2","0","0.0","0.00"
"07","1007.7","22.7","100","0.3","241","1.1","243","0.0","0.20"
"08","1007.3","25.0","93","0.7","214","2.5","131","0.0","0.80"
"09","1007.9","27.0","79","0.3","217","2.1","265","0.0","1.50"
"10","1008.5","27.8","75","1.1","66","3.3","29","0.0","1.80"
"11","1008.3","28.5","76","1.4","85","4.8","116","0.0","2.30"
"12","1007.7","27.6","81","1.0","63","5.2","112","0.0","2.20"
"13","1006.8","28.0","75","0.9","88","3.9","93","0.0","2.30"
"14","1006.2","27.6","77","1.4","67","3.9","87","0.0","1.70"
"15","1005.7","27.3","79","1.2","66","4.8","42","0.0","1.50"
"16","1005.5","26.2","84","0.9","78","3.1","55","0.0","0.70"
"17","1006.3","25.9","84","1.1","63","3.7","95","0.0","0.70"
"18","1007.0","24.9","89","1.3","73","3.3","32","0.0","0.10"
"19","1008.0","24.5","91","1.1","67","4.0","28","0.0","0.00"
"20","1008.9","24.2","92","0.7","55","3.6","96","0.0","0.00"
"21","1009.7","24.1","92","1.1","64","3.7","98","0.0","0.00"
"22","1010.3","23.8","92","1.4","66","4.0","76","0.0","0.00"
"23","1010.3","23.2","93","1.0","52","4.1","48","0.0","0.00"
"24","1010.2","21.7","95","1.4","53","5.9","337","0.0","0.00"
