"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1012.9","24.1","100","0.0","0","0.0","0","0.0","0.00"
"02","1012.7","24.1","100","0.0","0","0.6","72","0.0","0.00"
"03","1012.3","24.2","100","0.0","0","0.3","71","0.0","0.00"
"04","1012.3","24.3","100","0.0","0","0.7","73","0.0","0.00"
"05","1012.3","24.3","100","0.0","0","0.0","0","0.0","0.00"
"06","1012.6","24.3","100","0.0","0","0.0","0","0.0","0.00"
"07","1013.0","24.6","100","0.0","0","0.0","0","0.0","0.10"
"08","1013.3","24.9","100","0.1","0","1.0","14","0.0","0.20"
"09","1013.6","26.5","95","0.0","0","1.0","257","0.0","0.90"
"10","1013.0","28.0","88","0.2","0","1.6","181","0.0","1.10"
"11","1012.4","26.9","93","0.0","0","2.1","348","0.0","1.10"
"12","1011.5","27.6","91","0.1","0","2.1","38","0.5","0.50"
"13","1010.7","27.4","90","0.5","56","2.7","94","0.0","0.60"
"14","1010.0","27.3","88","0.5","64","3.0","47","0.0","0.50"
"15","1009.8","26.8","91","0.8","51","2.4","74","0.0","0.20"
"16","1010.1","26.4","93","0.1","0","2.6","50","0.0","0.10"
"17","1010.3","26.1","95","0.2","0","1.8","343","0.0","0.00"
"18","1010.5","25.5","97","0.0","0","1.0","15","0.0","0.00"
"19","1011.5","24.7","98","0.0","0","0.9","352","0.0","0.00"
"20","1012.2","24.7","100","0.0","0","0.0","0","0.0","0.00"
"21","1012.4","24.9","100","0.0","0","0.4","353","0.0","0.00"
"22","1012.2","24.5","100","0.0","0","0.5","41","1.0","0.00"
"23","1011.8","23.8","100","0.0","0","0.6","41","0.0","0.00"
"24","1011.0","23.6","100","0.0","0","1.4","68","0.0","0.00"
