"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.6","22.4","100","0.3","228","2.1","222","1.0","0.00"
"02","1010.6","22.0","100","0.3","218","1.3","214","1.0","0.00"
"03","1010.4","21.7","100","0.4","41","2.0","63","0.5","0.00"
"04","1009.5","21.5","100","0.0","0","2.3","22","0.0","0.00"
"05","1009.3","21.7","100","0.1","0","1.6","74","0.0","0.00"
"06","1009.9","21.8","100","0.0","0","1.3","30","0.0","0.00"
"07","1010.2","22.2","100","0.9","243","1.8","255","0.0","0.00"
"08","1010.7","23.4","99","0.9","232","3.4","213","0.0","0.40"
"09","1011.2","26.6","88","0.4","223","3.5","228","0.0","1.20"
"10","1011.2","29.7","71","0.2","0","2.4","214","0.0","2.50"
"11","1010.9","29.7","73","0.6","74","2.3","108","0.0","2.10"
"12","1010.2","29.7","69","1.2","46","3.4","30","0.0","1.80"
"13","1009.7","29.5","76","1.8","84","4.5","92","0.0","2.90"
"14","--","--","--","--","--","3.8","5","0.0","--"
"15","1009.3","28.1","82","1.1","68","2.9","66","0.0","0.80"
"16","1009.6","27.2","87","0.3","37","2.0","101","0.0","0.50"
"17","1009.9","26.3","90","0.0","0","1.3","36","0.0","0.10"
"18","1010.3","25.0","97","0.0","0","0.0","0","0.0","0.00"
"19","1011.0","24.6","99","0.0","0","0.0","0","0.0","0.00"
"20","1011.7","24.6","99","0.0","0","1.4","55","0.0","0.00"
"21","1011.9","23.8","100","0.0","0","0.5","61","0.0","0.00"
"22","1011.8","23.6","100","0.0","0","0.0","0","0.0","0.00"
"23","1011.6","23.6","100","0.0","0","0.0","0","0.0","0.00"
"24","1011.1","23.5","100","0.0","0","0.6","61","0.0","0.00"
