"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.7","24.7","100","0.0","0","0.0","0","0.0","0.00"
"02","1005.8","24.6","100","0.0","0","0.0","0","0.0","0.00"
"03","1005.4","24.5","100","0.0","0","1.4","204","0.0","0.00"
"04","1005.3","24.5","100","0.0","0","0.3","354","0.0","0.00"
"05","1005.9","24.6","100","0.0","0","0.0","0","0.5","0.00"
"06","1006.6","24.4","100","0.3","54","1.5","59","0.5","0.00"
"07","1007.3","23.5","100","0.6","320","2.3","335","0.5","0.00"
"08","1007.5","24.2","100","0.1","0","2.9","279","0.0","0.30"
"09","1007.3","25.3","99","1.0","220","3.6","231","0.0","0.80"
"10","1006.9","28.1","84","0.7","204","3.1","231","0.0","1.80"
"11","1006.0","30.4","78","0.6","217","2.9","216","0.0","2.30"
"12","1004.8","31.9","72","0.5","96","2.8","102","0.0","2.90"
"13","1003.8","32.9","61","0.4","123","2.2","95","0.0","2.90"
"14","1003.3","32.4","62","0.8","68","2.7","107","0.0","2.50"
"15","1003.4","31.0","73","0.8","71","3.1","44","0.0","1.30"
"16","1003.7","27.6","86","0.5","51","3.3","104","0.0","0.40"
"17","1004.2","26.6","92","0.1","0","2.1","23","0.0","0.00"
"18","1004.7","26.0","95","0.0","0","0.9","65","0.0","0.00"
"19","1005.0","25.6","97","0.0","0","0.7","306","0.0","0.00"
"20","1005.7","25.3","98","0.0","0","0.4","23","0.0","0.00"
"21","1006.1","25.2","98","0.0","0","0.0","0","0.0","0.00"
"22","1005.9","25.2","100","0.0","0","0.6","24","0.0","0.00"
"23","1005.9","25.2","100","0.0","0","0.5","59","0.0","0.00"
"24","1005.3","25.2","100","0.0","0","0.9","157","0.0","0.00"
