"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.0","26.1","95","0.0","0","1.6","269","0.0","0.00"
"02","1010.1","26.0","96","0.2","0","1.2","262","0.0","0.00"
"03","1010.6","25.8","95","0.0","0","1.3","204","0.0","0.00"
"04","1010.3","25.7","97","0.2","0","1.7","184","0.0","0.00"
"05","1010.0","25.5","96","0.4","247","1.7","264","0.0","0.00"
"06","1010.0","25.9","94","0.4","245","1.9","222","0.0","0.00"
"07","1010.3","28.2","87","0.2","0","2.3","217","0.0","0.60"
"08","1010.3","30.7","78","0.7","208","2.2","280","0.0","1.50"
"09","1010.2","32.3","70","0.7","225","2.5","212","0.0","2.30"
"10","1010.0","33.3","63","0.8","237","2.5","166","0.0","2.80"
"11","1009.4","34.0","65","0.6","148","3.2","197","0.0","3.20"
"12","1008.6","34.6","63","0.5","130","2.8","126","0.0","3.50"
"13","1008.3","34.5","64","0.7","151","3.8","128","0.0","3.60"
"14","1007.9","33.2","69","0.6","162","3.5","115","0.0","2.80"
"15","1007.9","31.0","74","0.6","178","3.2","71","0.0","1.20"
"16","1007.5","30.9","75","0.8","213","4.4","148","0.0","0.80"
"17","1007.8","30.6","75","0.7","212","4.2","140","0.0","0.70"
"18","1008.1","30.0","78","0.5","211","3.7","191","0.0","0.10"
"19","1008.3","28.6","86","0.0","0","1.7","221","0.0","0.00"
"20","1008.9","27.5","91","0.0","0","1.1","295","0.0","0.00"
"21","1008.8","27.2","94","0.0","0","0.0","0","0.0","0.00"
"22","1009.0","26.9","94","0.0","0","0.7","278","0.0","0.00"
"23","1009.0","26.6","96","0.0","0","1.2","246","0.0","0.00"
"24","1008.5","26.3","97","0.0","0","0.1","0","0.0","0.00"
