"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.9","20.2","100","0.2","0","1.2","236","0.0","0.00"
"02","1010.5","20.2","100","0.2","0","1.3","220","0.0","0.00"
"03","1010.6","20.3","100","0.0","0","1.8","206","0.0","0.00"
"04","1010.2","20.3","100","0.0","0","1.0","220","0.0","0.00"
"05","1010.5","20.4","100","0.3","239","1.1","223","0.0","0.00"
"06","1011.4","20.4","100","0.0","0","2.7","264","0.0","0.00"
"07","1011.8","20.8","99","0.4","220","1.8","246","0.0","0.00"
"08","1012.7","21.6","97","0.6","225","2.5","251","0.0","0.20"
"09","1012.8","22.6","92","0.1","0","1.8","199","0.0","0.40"
"10","1012.4","23.7","89","0.2","0","1.6","280","0.0","0.60"
"11","1012.5","25.3","79","0.9","241","1.9","276","0.0","1.30"
"12","1012.2","26.2","72","0.6","324","2.0","267","0.0","1.40"
"13","1010.4","27.3","66","0.7","258","2.8","345","0.0","1.90"
"14","1009.2","29.2","63","0.6","221","2.2","84","0.0","2.80"
"15","1009.0","29.6","62","0.7","156","3.3","159","0.0","2.20"
"16","1009.0","28.4","60","0.5","49","2.5","170","0.0","0.90"
"17","1009.1","26.6","70","0.7","40","3.2","24","0.0","0.80"
"18","1009.6","24.6","78","0.0","0","1.6","69","0.0","0.20"
"19","1010.1","22.6","88","0.0","0","1.8","40","0.0","0.00"
"20","1010.3","21.8","94","0.0","0","0.0","0","0.0","0.00"
"21","1010.3","21.1","97","0.0","0","0.0","0","0.0","0.00"
"22","1010.3","20.7","98","0.0","0","0.1","0","0.0","0.00"
"23","1009.6","20.8","98","0.2","0","1.6","254","0.0","0.00"
"24","1009.2","20.6","98","0.2","0","1.3","243","0.0","0.00"
