"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.4","22.6","100","0.0","0","2.2","299","0.0","0.00"
"02","1003.9","22.7","100","0.2","0","1.3","245","0.0","0.00"
"03","1004.0","22.7","100","0.4","250","1.3","269","0.0","0.00"
"04","1003.9","22.7","100","0.1","0","1.4","222","0.0","0.00"
"05","1004.4","22.6","100","0.0","0","0.7","216","0.0","0.00"
"06","1004.9","23.0","100","0.4","211","1.3","206","0.0","0.00"
"07","1005.3","23.7","100","0.3","217","2.0","188","0.0","0.20"
"08","1004.7","25.2","97","0.1","0","2.0","218","0.0","0.80"
"09","1004.8","28.6","79","0.4","133","2.1","141","0.0","2.10"
"10","1005.6","28.8","79","0.1","0","1.2","86","0.0","1.40"
"11","1005.0","30.7","75","0.9","76","3.4","146","0.0","2.20"
"12","1004.7","31.5","67","0.8","286","1.9","9","0.0","3.00"
"13","1003.8","31.9","74","0.8","324","2.9","300","0.0","2.40"
"14","1003.8","29.6","77","0.5","154","3.5","28","0.0","2.20"
"15","1003.9","28.5","81","0.1","0","2.8","139","0.0","0.30"
"16","1004.2","27.4","88","0.6","248","2.2","261","0.0","0.20"
"17","1004.2","26.8","93","0.0","0","1.7","232","0.0","0.20"
"18","1004.5","26.2","95","0.2","0","1.6","221","0.0","0.00"
"19","1004.8","25.8","97","0.0","0","1.4","202","0.0","0.00"
"20","1005.4","25.6","98","0.0","0","0.7","228","0.0","0.00"
"21","1006.1","25.6","99","0.0","0","0.5","227","0.0","0.00"
"22","1006.6","25.4","99","0.0","0","0.7","232","0.0","0.00"
"23","1006.8","25.4","99","0.0","0","0.6","251","0.0","0.00"
"24","1005.9","25.5","99","0.4","215","2.4","214","0.0","0.00"
