"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","998.9","24.3","96","0.3","248","1.9","254","0.0","0.00"
"02","998.6","24.1","96","0.2","0","2.8","271","0.0","0.00"
"03","998.3","24.3","96","0.1","0","2.9","235","0.0","0.00"
"04","998.4","23.8","97","0.2","0","1.7","298","0.0","0.00"
"05","998.7","23.8","98","0.2","0","1.5","192","0.0","0.00"
"06","998.8","23.5","98","0.1","0","1.8","262","0.0","0.00"
"07","999.3","24.0","97","0.0","0","0.8","249","0.0","0.10"
"08","1000.1","28.6","81","0.6","203","2.3","219","0.0","0.90"
"09","1000.6","31.7","70","0.5","210","2.7","267","0.0","2.00"
"10","1000.3","33.2","66","0.9","222","3.2","224","0.0","2.70"
"11","1000.1","34.3","64","1.0","233","3.0","207","0.0","3.10"
"12","999.8","34.7","68","0.5","125","3.2","88","0.0","3.20"
"13","999.5","34.3","67","0.8","121","3.6","131","0.0","3.30"
"14","999.2","32.6","71","0.5","125","2.8","247","0.0","2.40"
"15","999.3","32.4","73","0.3","146","2.8","135","0.0","1.30"
"16","999.5","30.2","80","0.2","0","2.1","244","0.0","0.60"
"17","999.6","29.5","88","0.0","0","0.7","143","0.0","0.20"
"18","1000.1","27.8","95","0.0","0","0.0","0","0.0","0.00"
"19","1000.3","26.9","97","0.0","0","0.0","0","0.0","0.00"
"20","1001.1","26.6","98","0.0","0","0.0","0","0.0","0.00"
"21","1002.2","26.1","99","0.0","0","0.0","0","0.0","0.00"
"22","1002.2","25.8","100","0.0","0","0.0","0","0.0","0.00"
"23","1002.2","25.6","99","0.0","0","1.4","208","0.0","0.00"
"24","1002.1","25.4","100","0.0","0","0.0","0","0.0","0.00"
