"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.4","25.5","100","0.0","0","0.2","0","0.0","0.00"
"02","1004.2","25.4","100","0.0","0","0.0","0","0.0","0.00"
"03","1003.7","25.1","100","0.0","0","0.3","338","0.0","0.00"
"04","1003.7","24.7","100","0.0","0","0.0","0","0.0","0.00"
"05","1004.2","24.8","100","0.0","0","0.6","240","0.0","0.00"
"06","1004.7","25.0","100","0.0","0","1.2","211","0.0","0.00"
"07","1004.8","26.3","99","0.1","0","1.4","271","0.5","0.40"
"08","1005.2","29.2","85","0.6","195","1.9","192","0.0","1.40"
"09","1005.5","31.2","76","0.5","190","2.0","273","0.0","2.30"
"10","1005.6","32.0","73","0.5","179","2.6","146","0.0","2.80"
"11","1005.8","31.0","78","0.1","0","1.8","134","0.0","1.50"
"12","1005.7","30.3","79","0.3","305","2.5","329","0.0","1.10"
"13","1005.4","30.2","81","0.7","53","2.2","93","0.0","0.80"
"14","1005.5","28.6","87","0.1","0","2.7","76","0.0","0.30"
"15","1005.1","29.4","84","0.3","88","1.5","74","0.0","0.50"
"16","1005.2","29.0","84","0.0","0","0.7","198","0.0","0.40"
"17","1005.2","27.7","90","0.1","0","1.5","311","0.0","0.00"
"18","1005.8","27.2","95","0.0","0","1.1","223","0.5","0.10"
"19","1006.1","26.3","98","0.0","0","1.3","270","0.0","0.00"
"20","1007.0","26.2","99","0.0","0","0.0","0","0.0","0.00"
"21","1007.5","26.1","99","0.0","0","0.0","0","0.0","0.00"
"22","1007.8","25.9","100","0.1","0","0.8","40","0.0","0.00"
"23","1008.1","25.8","100","0.0","0","0.6","40","0.0","0.00"
"24","1007.8","25.7","100","0.0","0","0.0","0","0.0","0.00"
