"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.8","24.1","100","0.0","0","1.3","15","0.0","0.00"
"02","1005.3","24.1","100","0.0","0","0.1","0","0.0","0.00"
"03","1005.2","24.2","100","0.0","0","0.0","0","0.0","0.00"
"04","1005.2","24.2","100","0.0","0","0.4","55","0.0","0.00"
"05","1005.5","24.2","100","0.0","0","0.9","93","0.0","0.00"
"06","1005.8","24.4","100","0.0","0","0.0","0","0.0","0.00"
"07","1006.0","24.8","100","0.1","0","1.1","216","0.0","0.20"
"08","1006.1","26.0","97","0.4","206","1.9","201","0.0","0.80"
"09","1006.3","28.4","84","0.3","110","1.9","300","0.0","1.90"
"10","1006.5","28.8","82","0.8","83","2.9","111","0.0","1.60"
"11","1006.2","28.3","82","1.4","58","4.0","96","0.0","1.80"
"12","1005.8","27.6","85","0.8","64","3.9","42","0.0","1.90"
"13","1005.8","26.6","90","0.9","77","4.1","94","0.0","0.50"
"14","1005.6","26.1","93","0.7","65","3.0","87","0.0","0.30"
"15","1005.5","25.5","96","0.1","0","1.9","66","0.5","0.30"
"16","1005.3","25.1","97","0.1","0","2.2","94","0.5","0.10"
"17","1005.6","24.6","98","0.1","0","1.6","295","7.0","0.00"
"18","1006.0","24.8","100","0.0","0","1.7","9","4.0","0.00"
"19","1006.2","24.8","100","0.0","0","0.5","360","0.0","0.00"
"20","1006.7","24.8","100","0.0","0","0.0","0","0.0","0.00"
"21","1007.0","24.5","100","0.0","0","0.0","0","0.5","0.00"
"22","1007.5","24.6","100","0.0","0","0.0","0","0.0","0.00"
"23","1007.7","24.6","100","0.0","0","0.9","14","0.0","0.00"
"24","1006.7","24.7","100","0.0","0","0.0","0","0.0","0.00"
