"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.0","26.3","100","0.0","0","0.0","0","3.5","0.00"
"02","1003.2","26.0","100","0.3","215","3.2","220","8.0","0.00"
"03","1003.4","26.0","100","0.0","0","0.9","301","0.5","0.00"
"04","1003.9","26.2","100","0.0","0","1.0","313","0.0","0.00"
"05","1004.5","25.6","100","0.0","0","0.2","0","0.0","0.00"
"06","1004.5","25.6","100","0.0","0","0.7","225","0.0","0.00"
"07","1004.4","26.8","97","0.0","0","0.8","176","0.0","0.40"
"08","1004.8","29.8","84","0.7","226","2.4","212","0.0","1.20"
"09","1004.9","31.8","76","0.7","228","2.6","233","0.0","2.10"
"10","1004.7","33.6","65","0.4","216","1.7","245","0.0","2.70"
"11","1004.2","35.2","47","0.3","54","2.0","106","0.0","3.20"
"12","1004.0","34.9","51","0.8","67","3.4","19","0.0","3.40"
"13","1003.5","34.0","62","1.3","52","4.8","111","0.0","3.60"
"14","1002.9","33.2","70","1.4","56","4.5","349","0.0","3.10"
"15","1002.6","33.3","67","1.0","63","4.6","57","0.0","2.50"
"16","1002.6","30.3","78","1.2","55","4.1","95","0.0","0.80"
"17","1002.4","29.3","83","0.3","56","3.9","87","0.0","0.30"
"18","1002.7","28.3","85","0.6","47","2.5","61","0.0","0.00"
"19","1003.0","26.9","92","0.0","0","2.1","76","0.0","0.00"
"20","1003.6","26.2","94","0.0","0","2.2","326","0.0","0.00"
"21","1004.1","26.9","86","0.1","0","1.9","333","0.0","0.00"
"22","1003.9","25.8","87","0.0","0","2.4","350","0.0","0.00"
"23","1003.5","25.3","92","0.0","0","0.6","232","0.0","0.00"
"24","1003.7","25.7","86","0.6","57","1.2","112","0.0","0.00"
