"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1001.9","25.9","96","0.4","211","2.3","224","0.0","0.00"
"02","1001.5","25.6","97","0.1","0","1.6","219","0.0","0.00"
"03","1001.1","25.3","98","0.3","225","1.6","230","0.0","0.00"
"04","1000.9","25.0","98","0.0","0","1.3","242","0.0","0.00"
"05","1001.4","25.3","98","0.2","0","2.3","204","0.0","0.00"
"06","1001.4","25.0","98","0.0","0","1.6","210","0.0","0.00"
"07","1001.6","26.0","94","0.6","217","2.5","225","0.0","0.20"
"08","1001.7","29.0","82","0.9","212","2.8","200","0.0","0.90"
"09","1001.5","31.3","74","0.1","0","2.4","207","0.0","1.50"
"10","1001.8","33.9","58","0.6","58","1.9","112","0.0","2.70"
"11","1001.8","34.3","60","0.5","115","3.3","102","0.0","2.70"
"12","1001.1","34.5","64","0.5","100","2.5","91","0.0","2.80"
"13","1000.7","33.9","60","0.9","103","4.1","90","0.0","3.30"
"14","1000.2","31.3","79","0.6","103","3.6","71","0.0","1.70"
"15","999.8","31.7","76","0.6","360","2.8","355","0.0","1.80"
"16","999.4","33.6","67","0.6","12","2.9","353","0.0","1.70"
"17","999.5","33.3","65","0.6","58","2.1","31","0.0","1.00"
"18","1000.1","29.0","82","0.2","0","2.0","45","0.0","0.10"
"19","1000.4","27.7","91","0.0","0","1.1","33","0.0","0.00"
"20","1000.6","26.6","94","0.0","0","0.0","0","0.0","0.00"
"21","1001.3","26.8","96","0.0","0","0.0","0","0.0","0.00"
"22","1001.2","26.9","95","0.0","0","0.1","0","0.0","0.00"
"23","1001.3","26.8","94","0.0","0","0.0","0","0.0","0.00"
"24","1000.9","26.8","95","0.0","0","0.7","130","0.0","0.00"
