"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1015.7","20.5","100","0.0","0","0.3","40","0.0","0.00"
"02","1015.2","20.4","100","0.0","0","0.0","0","0.0","0.00"
"03","1015.1","20.5","100","0.0","0","0.9","40","0.0","0.00"
"04","1014.8","20.4","100","0.0","0","0.7","40","0.0","0.00"
"05","1014.9","20.5","100","0.0","0","0.9","38","0.0","0.00"
"06","1015.2","20.6","100","0.0","0","0.0","0","0.0","0.00"
"07","1015.6","20.8","100","0.0","0","1.1","38","0.0","0.00"
"08","1015.9","22.1","95","0.2","0","1.2","37","0.0","0.30"
"09","1015.9","24.1","87","0.2","0","1.7","52","0.0","0.80"
"10","1015.7","25.7","76","0.5","96","1.6","2","0.0","1.60"
"11","1015.1","26.1","78","0.7","55","3.4","102","0.0","1.40"
"12","1014.3","26.3","76","1.4","52","4.7","39","0.0","1.80"
"13","1013.6","25.5","79","1.4","56","5.2","84","0.0","1.30"
"14","1013.0","24.5","84","1.6","65","4.9","69","0.0","0.80"
"15","1012.9","24.2","86","1.1","39","4.0","354","0.0","0.70"
"16","1013.1","23.4","89","0.7","27","3.3","12","0.0","0.30"
"17","1013.3","22.8","92","0.6","15","3.1","22","0.0","0.10"
"18","1013.6","22.4","94","0.0","0","2.4","354","0.0","0.00"
"19","1014.0","22.3","97","0.0","0","0.3","24","0.0","0.00"
"20","1014.3","22.1","98","0.0","0","0.0","0","0.0","0.00"
"21","1014.1","22.2","98","0.0","0","0.7","24","0.0","0.00"
"22","1014.4","22.0","99","0.0","0","0.3","23","0.0","0.00"
"23","1014.2","21.8","99","0.0","0","0.5","23","0.0","0.00"
"24","1013.7","22.0","99","0.0","0","0.6","23","0.0","0.00"
