"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1009.7","26.1","97","0.1","0","1.6","278","0.0","0.00"
"02","1009.0","26.1","98","0.2","0","0.9","149","0.0","0.00"
"03","1009.2","25.8","97","0.0","0","1.0","220","0.0","0.00"
"04","1009.1","25.6","98","0.0","0","1.2","214","0.0","0.00"
"05","1009.4","25.4","98","0.0","0","1.2","207","0.0","0.00"
"06","1009.7","25.6","98","0.3","237","1.4","237","0.0","0.00"
"07","1010.3","27.3","93","0.6","217","2.3","205","0.0","0.50"
"08","1010.4","29.2","84","0.6","227","2.4","219","0.0","1.20"
"09","1010.4","31.6","72","0.8","219","2.6","181","0.0","1.90"
"10","1010.2","33.3","67","0.8","237","2.2","278","0.0","2.80"
"11","1009.9","34.1","67","0.4","201","2.6","186","0.0","3.30"
"12","1009.7","34.1","66","0.8","147","3.5","131","0.0","3.50"
"13","1009.2","34.1","68","0.8","118","3.5","131","0.0","3.60"
"14","1009.0","34.3","67","0.7","155","4.8","130","0.0","3.50"
"15","1009.1","32.8","71","0.8","187","4.3","208","0.0","2.10"
"16","1008.8","30.8","76","0.1","0","3.4","145","0.0","1.10"
"17","1008.9","30.3","80","0.1","0","3.0","82","0.0","0.50"
"18","1009.2","29.3","84","0.1","0","1.4","133","0.0","0.10"
"19","1009.6","28.0","88","0.0","0","1.3","93","0.0","0.00"
"20","1009.9","27.2","93","0.0","0","0.0","0","0.0","0.00"
"21","1010.4","27.1","95","0.1","0","1.0","151","0.0","0.00"
"22","1010.7","26.8","96","0.0","0","0.6","132","0.0","0.00"
"23","1010.8","26.5","96","0.0","0","1.0","268","0.0","0.00"
"24","1010.1","26.4","96","0.1","0","1.4","225","0.0","0.00"
