"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1000.5","24.9","96","0.0","0","1.4","220","0.0","0.00"
"02","1000.5","24.5","98","0.0","0","0.1","0","0.0","0.00"
"03","1000.1","24.4","99","0.0","0","0.0","0","0.0","0.00"
"04","999.9","24.3","100","0.0","0","0.0","0","0.0","0.00"
"05","999.9","23.9","100","0.0","0","0.9","204","0.0","0.00"
"06","1000.1","24.4","100","0.0","0","0.9","220","0.0","0.00"
"07","1000.3","26.6","96","0.3","228","2.8","207","0.0","0.60"
"08","1000.9","29.8","78","0.6","208","3.2","159","0.0","1.60"
"09","1001.1","31.9","69","0.6","40","1.7","188","0.0","2.20"
"10","1001.2","32.1","72","1.0","55","3.6","21","0.0","2.90"
"11","1001.1","32.2","71","0.8","51","3.9","100","0.0","3.30"
"12","1000.8","32.4","67","1.2","79","3.8","99","0.0","3.30"
"13","1000.6","32.7","68","1.4","83","4.6","136","0.0","3.70"
"14","1000.6","32.8","66","1.1","68","4.6","116","0.0","3.00"
"15","1000.7","33.0","66","1.0","74","4.5","115","0.0","2.90"
"16","1000.7","32.7","67","1.0","49","3.8","298","0.0","2.10"
"17","1001.0","31.2","69","1.0","38","4.2","326","0.0","1.10"
"18","1001.3","29.6","77","0.7","356","2.8","360","0.0","0.30"
"19","1001.8","27.9","84","0.0","0","2.6","341","0.0","0.00"
"20","1002.2","26.9","91","0.0","0","0.6","46","0.0","0.00"
"21","1002.6","26.5","94","0.0","0","0.8","35","0.0","0.00"
"22","1003.2","25.9","94","0.0","0","1.7","208","0.0","0.00"
"23","1003.4","26.0","95","0.0","0","0.5","263","0.0","0.00"
"24","1003.6","26.1","94","0.2","0","1.5","226","0.0","0.00"
