"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.1","26.0","100","0.1","0","1.2","221","0.0","0.00"
"02","1007.0","25.8","100","0.0","0","1.3","237","0.0","0.00"
"03","1007.1","25.9","100","0.0","0","0.8","210","0.0","0.00"
"04","1007.3","26.0","100","0.2","0","1.3","256","0.0","0.00"
"05","1007.3","25.9","99","0.1","0","1.5","252","0.0","0.00"
"06","1007.7","26.1","99","0.0","0","1.1","243","0.0","0.00"
"07","1008.1","26.7","98","0.1","0","1.3","206","0.0","0.10"
"08","1008.1","28.3","93","0.3","221","1.6","218","0.0","0.50"
"09","1008.3","30.5","83","0.1","0","1.6","223","0.0","1.40"
"10","1008.4","31.1","77","0.1","0","1.5","139","0.0","0.90"
"11","1007.9","31.4","77","0.5","29","2.2","85","0.0","1.30"
"12","1007.2","30.4","81","0.5","37","2.7","28","0.0","1.80"
"13","1006.4","31.3","78","0.3","16","2.4","75","0.0","1.40"
"14","1006.1","30.1","83","0.7","53","2.5","64","0.0","0.90"
"15","1006.0","29.0","91","0.0","0","1.9","78","0.0","0.40"
"16","1005.6","28.7","92","0.0","0","1.4","21","0.0","0.30"
"17","1005.4","28.4","94","0.0","0","0.8","7","0.0","0.10"
"18","1006.0","27.8","94","0.0","0","1.2","360","0.0","0.00"
"19","1006.4","27.1","97","0.1","0","1.6","26","0.0","0.00"
"20","1006.7","26.8","98","0.0","0","1.6","38","0.0","0.00"
"21","1007.2","26.6","98","0.0","0","1.6","37","0.0","0.00"
"22","1007.4","26.6","99","0.1","0","1.0","41","0.0","0.00"
"23","1006.9","25.9","99","0.2","0","2.9","360","0.0","0.00"
"24","1006.2","25.6","99","0.4","354","1.8","73","0.0","0.00"
