"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.3","26.5","100","0.0","0","1.5","51","0.0","0.00"
"02","1003.5","26.5","100","0.0","0","0.4","28","0.0","0.00"
"03","1003.3","26.4","100","0.0","0","0.0","0","0.0","0.00"
"04","1003.1","26.4","100","0.1","0","0.9","194","0.0","0.00"
"05","1003.6","26.3","100","0.3","224","1.9","212","0.0","0.00"
"06","1004.3","26.2","100","0.2","0","2.5","214","0.0","0.00"
"07","1004.4","27.3","100","0.1","0","1.4","207","0.0","0.50"
"08","1004.9","29.8","89","0.7","214","2.4","231","0.0","1.50"
"09","1005.2","32.3","79","0.6","193","2.3","280","0.0","2.20"
"10","1005.3","33.4","75","0.3","150","2.4","217","0.0","2.80"
"11","1005.7","33.6","72","0.6","156","2.6","131","0.0","3.40"
"12","1005.5","33.5","73","0.8","163","3.5","228","0.0","3.60"
"13","1005.3","33.0","75","1.0","186","5.4","142","0.0","3.60"
"14","1004.7","33.2","72","1.1","179","5.4","211","0.0","3.50"
"15","/","/","/","/","/","4.1","163","0.0","1.00"
"16","/","/","/","/","/","--","--","0.0","0.00"
"17","1005.0","29.9","81","0.9","194","4.6","293","0.0","0.20"
"18","1006.0","29.0","84","0.4","247","4.8","112","0.0","0.00"
"19","1007.2","27.4","91","0.0","0","1.8","263","0.0","0.00"
"20","1008.2","27.0","90","0.0","0","1.6","336","0.0","0.00"
"21","1008.8","26.4","95","0.0","0","1.3","218","0.0","0.00"
"22","1009.3","26.0","97","0.0","0","0.5","198","0.0","0.00"
"23","1008.9","25.7","98","0.0","0","1.1","293","0.0","0.00"
"24","1008.5","25.6","98","0.0","0","0.6","282","0.0","0.00"
