"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1011.6","21.4","100","0.0","0","0.0","0","0.0","0.00"
"02","1011.3","21.4","100","0.0","0","0.0","0","0.0","0.00"
"03","1011.0","21.4","100","0.0","0","0.0","0","0.0","0.00"
"04","1010.8","21.4","100","0.0","0","0.0","0","0.0","0.00"
"05","1010.8","21.6","100","0.0","0","0.0","0","0.5","0.00"
"06","1011.0","21.6","100","0.0","0","0.0","0","0.0","0.00"
"07","1011.6","21.9","100","0.0","0","0.2","0","0.0","0.00"
"08","1012.1","22.2","100","0.0","0","0.0","0","0.0","0.20"
"09","1012.2","22.7","100","0.0","0","0.5","303","0.0","0.30"
"10","1012.0","25.1","88","0.4","258","1.8","301","0.0","1.50"
"11","1011.5","27.5","76","0.7","215","2.6","227","0.0","2.60"
"12","1010.8","25.1","87","1.0","75","3.6","117","0.0","1.20"
"13","1010.3","24.4","91","0.7","54","3.4","103","0.0","0.50"
"14","1009.5","23.5","94","0.2","0","2.8","40","0.0","0.10"
"15","1009.3","23.0","98","0.1","0","1.8","31","4.5","0.10"
"16","1009.0","22.8","98","0.0","0","2.2","6","0.0","0.20"
"17","1008.9","23.0","98","0.0","0","0.7","9","0.0","0.10"
"18","1009.4","22.8","99","0.0","0","0.0","0","0.0","0.00"
"19","1009.8","22.8","100","0.0","0","0.0","0","0.0","0.00"
"20","1010.3","22.7","100","0.0","0","0.0","0","0.0","0.00"
"21","1010.5","22.7","100","0.0","0","0.0","0","0.0","0.00"
"22","1010.4","22.7","100","0.0","0","0.0","0","0.0","0.00"
"23","1010.3","22.4","100","0.0","0","0.8","32","0.0","0.00"
"24","1009.7","22.4","100","0.0","0","0.8","270","0.0","0.00"
