"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"01","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.3","2.1","2.8","3.3","3.5","3.5","3.3","2.9","1.8","0.5","0.3","0.0","0.0","0.0","0.0","0.0","0.0","25.8"
"02","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.4","2.1","2.8","3.3","3.5","3.5","3.3","2.5","1.3","0.8","0.2","0.0","0.0","0.0","0.0","0.0","0.0","25.200000000000003"
"03","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.4","2.1","2.8","3.3","3.5","3.5","3.3","2.9","2.1","0.8","0.2","0.0","0.0","0.0","0.0","0.0","0.0","26.400000000000002"
"04","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.3","2.1","2.8","3.3","3.6","3.5","3.3","2.6","1.6","0.8","0.2","0.0","0.0","0.0","0.0","0.0","0.0","25.600000000000005"
"05","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.3","2.0","2.8","3.3","3.5","3.6","3.3","2.8","1.1","0.5","0.1","0.0","0.0","0.0","0.0","0.0","0.0","24.800000000000004"
"06","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.1","1.5","1.2","1.4","1.5","2.4","3.2","1.7","1.5","0.7","0.2","0.0","0.0","0.0","0.0","0.0","0.0","16.799999999999997"
"07","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.3","2.1","2.8","3.1","3.5","3.3","2.0","2.5","1.3","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","22.800000000000004"
"08","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.2","2.1","2.7","2.7","3.6","2.7","1.0","0.2","0.3","0.4","0.3","0.0","0.0","0.0","0.0","0.0","0.0","17.6"
"09","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.3","2.1","2.7","3.3","3.5","2.9","2.2","0.6","0.2","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","19.6"
"11","0.0","0.0","0.0","0.0","0.0","0.0","0.6","1.5","2.1","2.2","2.8","3.3","3.0","3.0","1.9","0.9","0.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","22.099999999999998"
"12","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.3","2.1","2.7","3.3","3.6","1.9","1.9","1.8","1.5","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","21.1"
"13","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.1","2.1","2.6","2.4","3.1","2.1","2.2","1.2","0.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.1"
"14","0.0","0.0","0.0","0.0","0.0","0.0","0.6","1.4","1.9","2.5","2.5","3.7","3.1","0.7","0.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.200000000000003"
"15","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.9","2.2","2.4","2.4","2.6","2.1","0.8","0.1","0.1","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","14.099999999999998"
"16","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.2","2.2","2.4","3.3","3.1","3.1","1.0","0.3","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.599999999999998"
"17","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.8","1.7","3.1","2.3","2.8","2.0","1.0","0.9","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.300000000000002"
"18","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.4","0.6","1.4","2.0","2.8","2.0","0.8","0.5","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.2"
"19","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.9","1.4","2.1","2.0","1.7","1.1","0.2","0.2","0.3","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","10.399999999999997"
"20","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.8","1.9","2.7","3.2","3.7","3.1","2.0","1.5","0.4","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","19.900000000000002"
"21","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.3","2.1","2.7","3.1","3.3","3.3","2.9","2.2","1.9","0.7","0.1","0.0","0.0","0.0","0.0","0.0","0.0","23.999999999999996"
"22","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.3","2.1","2.8","3.4","3.4","3.5","2.8","2.1","1.8","0.9","0.3","0.0","0.0","0.0","0.0","0.0","0.0","24.8"
"23","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.1","2.1","2.7","2.7","3.4","2.8","1.4","1.5","1.9","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.499999999999996"
"24","0.0","0.0","0.0","0.0","0.0","0.0","0.3","1.3","2.0","2.7","2.7","3.2","3.6","3.4","2.3","0.4","0.2","0.2","0.0","0.0","0.0","0.0","0.0","0.0","22.299999999999997"
"25","0.0","0.0","0.0","0.0","0.0","0.0","0.3","1.1","2.0","2.6","3.0","3.5","3.4","3.2","1.9","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.3"
"26","0.0","0.0","0.0","0.0","0.0","0.0","0.2","1.2","2.1","2.4","3.2","3.5","3.5","3.2","2.7","2.0","1.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","25.2"
"27","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.2","2.1","2.7","3.2","3.5","3.5","3.0","2.5","1.9","0.8","0.2","0.0","0.0","0.0","0.0","0.0","0.0","25.0"
"28","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.2","1.9","2.7","3.2","3.4","3.4","3.0","2.6","1.9","0.7","0.1","0.0","0.0","0.0","0.0","0.0","0.0","24.5"
"29","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.2","2.0","2.7","3.2","3.4","3.4","3.2","2.6","1.9","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.7"
"30","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.2","2.0","2.7","3.2","3.2","3.4","3.1","2.6","1.1","0.7","0.1","0.0","0.0","0.0","0.0","0.0","0.0","23.700000000000003"
"31","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.2","2.0","2.7","3.2","3.5","3.5","3.1","2.2","1.4","0.8","0.1","0.0","0.0","0.0","0.0","0.0","0.0","24.1"
