"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","1.1","1.8","2.4","2.8","2.4","1.6","0.6","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.2"
"02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.5","1.1","1.8","1.4","0.8","0.5","0.2","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.8"
"03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.8","1.0","1.5","2.2","1.2","0.2","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.699999999999999"
"04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.9","1.4","1.8","1.9","0.7","0.3","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.999999999999999"
"05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","0.2","0.3","0.3","0.4","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9"
"06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.3","0.6","1.4","1.9","1.3","0.7","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.8"
"07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.3","0.6","1.7","0.4","0.3","0.3","0.3","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3999999999999995"
"08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.7","1.2","0.8","0.8","1.6","0.9","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.299999999999999"
"09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.2","0.4","0.6","1.5","1.3","0.6","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.199999999999999"
"10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.2","0.3","0.3","0.4","0.4","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2"
"11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.2","2.0","2.7","3.1","3.1","1.0","0.8","0.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0"
"12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.6","1.3","1.6","2.5","1.1","0.9","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.600000000000001"
"13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.0","1.7","2.6","3.0","3.3","1.4","0.9","0.6","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.200000000000001"
"14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.3","2.1","2.6","2.9","2.9","2.7","2.2","1.5","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.3"
"15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","1.3","2.0","2.5","2.9","2.2","2.7","1.2","0.6","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.099999999999998"
"16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.2","0.3","0.4","0.7","1.1","1.1","0.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.6"
"17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","1.1","1.9","2.7","2.2","2.7","1.5","0.5","0.7","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.8"
"18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.6","1.5","2.7","2.7","2.8","0.7","0.5","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.2"
"19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.9","2.0","2.4","1.7","1.5","1.6","1.1","0.6","0.5","0.1","0.0","0.0","0.0","0.0","0.0","0.0","13.0"
"20","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","1.0","2.0","2.4","3.0","3.1","2.9","1.9","0.8","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.599999999999998"
