序號,答案
20240117090001,156.23
20240117091001,179.27
20240117092001,194.52
20240117093001,248.84
20240117094001,238.64
20240117095001,186.87
20240117100001,424.13
20240117101001,456.3
20240117102001,600.38
20240117103001,485.26
20240117104001,346.07
20240117105001,273.34
20240117110001,127.05
20240117111001,302.61
20240117112001,78.32
20240117113001,92.36
20240117114001,50.51
20240117115001,73.88
20240117120001,122.08
20240117121001,126.56
20240117122001,158.88
20240117123001,414.01
20240117124001,752.68
20240117125001,729.24
20240117130001,484.13
20240117131001,497.68
20240117132001,686.88
20240117133001,1061.35
20240117134001,1173.66
20240117135001,1038.19
20240117140001,770.96
20240117141001,1289.18
20240117142001,753.79
20240117143001,620.01
20240117144001,1043.34
20240117145001,1253.82
20240117150001,1122.69
20240117151001,352.06
20240117152001,197.0
20240117153001,261.74
20240117154001,58.33
20240117155001,53.84
20240117160001,45.61
20240117161001,28.61
20240117162001,14.12
20240117163001,11.35
20240117164001,20.41
20240117165001,5.31
20240119090001,274.29
20240119091001,248.34
20240119092001,286.57
20240119093001,301.5
20240119094001,355.83
20240119095001,404.93
20240119100001,455.54
20240119101001,440.35
20240119102001,481.91
20240119103001,1407.66
20240119104001,1414.63
20240119105001,1264.83
20240119110001,1193.25
20240119111001,1587.43
20240119112001,1311.43
20240119113001,1337.79
20240119114001,977.32
20240119115001,1477.74
20240119120001,1654.23
20240119121001,803.16
20240119122001,860.6
20240119123001,784.72
20240119124001,728.58
20240119125001,1456.43
20240119130001,1260.7
20240119131001,770.29
20240119132001,1218.0
20240119133001,682.01
20240119134001,553.75
20240119135001,525.52
20240119140001,1223.28
20240119141001,690.94
20240119142001,1153.57
20240119143001,407.12
20240119144001,1084.6
20240119145001,320.57
20240119150001,148.02
20240119151001,130.49
20240119152001,98.41
20240119153001,75.51
20240119154001,73.11
20240119155001,69.96
20240119160001,64.98
20240119161001,55.19
20240119162001,26.96
20240119163001,14.18
20240119164001,15.8
20240119165001,7.95
20240224090001,69.67
20240224091001,87.1
20240224092001,78.08
20240224093001,54.73
20240224094001,37.68
20240224095001,44.38
20240224100001,64.67
20240224101001,85.1
20240224102001,69.11
20240224103001,49.36
20240224104001,57.12
20240224105001,65.94
20240224110001,65.82
20240224111001,69.31
20240224112001,74.67
20240224113001,84.49
20240224114001,80.72
20240224115001,71.17
20240224120001,43.35
20240224121001,40.24
20240224122001,34.3
20240224123001,39.96
20240224124001,37.12
20240224125001,47.84
20240224130001,34.04
20240224131001,25.73
20240224132001,27.35
20240224133001,37.54
20240224134001,44.8
20240224135001,39.2
20240224140001,26.92
20240224141001,25.4
20240224142001,12.75
20240224143001,9.77
20240224144001,9.03
20240224145001,7.68
20240224150001,10.06
20240224151001,10.08
20240224152001,6.22
20240224153001,3.47
20240224154001,3.23
20240224155001,3.03
20240224160001,2.44
20240224161001,1.58
20240224162001,0.87
20240224163001,1.27
20240224164001,0.95
20240224165001,1.08
20240226090001,48.96
20240226091001,60.42
20240226092001,70.53
20240226093001,59.42
20240226094001,55.34
20240226095001,57.59
20240226100001,53.68
20240226101001,67.53
20240226102001,77.49
20240226103001,100.47
20240226104001,115.94
20240226105001,148.42
20240226110001,135.53
20240226111001,140.42
20240226112001,140.19
20240226113001,78.43
20240226114001,57.46
20240226115001,53.34
20240226120001,45.5
20240226121001,35.21
20240226122001,27.32
20240226123001,47.08
20240226124001,66.61
20240226125001,47.53
20240226130001,52.17
20240226131001,81.81
20240226132001,90.19
20240226133001,80.98
20240226134001,84.63
20240226135001,56.38
20240226140001,35.69
20240226141001,24.08
20240226142001,23.15
20240226143001,24.26
20240226144001,21.83
20240226145001,18.84
20240226150001,18.67
20240226151001,20.25
20240226152001,19.43
20240226153001,14.58
20240226154001,13.1
20240226155001,11.79
20240226160001,8.46
20240226161001,5.52
20240226162001,3.56
20240226163001,2.54
20240226164001,1.82
20240226165001,1.63
20240327090001,138.65
20240327091001,142.41
20240327092001,156.49
20240327093001,207.89
20240327094001,339.03
20240327095001,479.03
20240327100001,580.45
20240327101001,702.73
20240327102001,852.98
20240327103001,748.11
20240327104001,1087.09
20240327105001,1084.49
20240327110001,827.3
20240327111001,769.81
20240327112001,559.6
20240327113001,482.36
20240327114001,373.11
20240327115001,332.38
20240327120001,278.16
20240327121001,263.37
20240327122001,258.43
20240327123001,252.44
20240327124001,241.06
20240327125001,217.45
20240327130001,219.8
20240327131001,134.57
20240327132001,92.22
20240327133001,73.35
20240327134001,45.34
20240327135001,30.02
20240327140001,16.85
20240327141001,16.71
20240327142001,20.27
20240327143001,32.23
20240327144001,22.52
20240327145001,25.11
20240327150001,12.34
20240327151001,9.72
20240327152001,11.85
20240327153001,11.56
20240327154001,14.33
20240327155001,12.6
20240327160001,11.79
20240327161001,10.27
20240327162001,10.43
20240327163001,10.31
20240327164001,7.29
20240327165001,4.39
20240329090001,41.11
20240329091001,29.0
20240329092001,26.92
20240329093001,23.38
20240329094001,18.85
20240329095001,13.15
20240329100001,8.83
20240329101001,11.56
20240329102001,8.96
20240329103001,11.62
20240329104001,8.88
20240329105001,12.97
20240329110001,12.96
20240329111001,7.56
20240329112001,6.49
20240329113001,10.39
20240329114001,12.05
20240329115001,22.43
20240329120001,31.41
20240329121001,38.84
20240329122001,33.94
20240329123001,15.84
20240329124001,15.03
20240329125001,16.04
20240329130001,18.97
20240329131001,15.53
20240329132001,12.66
20240329133001,11.11
20240329134001,25.05
20240329135001,21.88
20240329140001,17.39
20240329141001,17.0
20240329142001,23.93
20240329143001,32.62
20240329144001,28.7
20240329145001,21.12
20240329150001,26.91
20240329151001,24.8
20240329152001,14.76
20240329153001,10.9
20240329154001,7.36
20240329155001,5.77
20240329160001,3.7
20240329161001,2.42
20240329162001,2.12
20240329163001,1.63
20240329164001,1.17
20240329165001,0.88
20240428090001,223.11
20240428091001,462.39
20240428092001,182.79
20240428093001,39.11
20240428094001,24.59
20240428095001,22.8
20240428100001,35.03
20240428101001,137.08
20240428102001,414.35
20240428103001,484.32
20240428104001,939.02
20240428105001,614.64
20240428110001,791.97
20240428111001,1036.2
20240428112001,1009.62
20240428113001,448.34
20240428114001,312.17
20240428115001,304.34
20240428120001,359.1
20240428121001,354.67
20240428122001,233.65
20240428123001,264.58
20240428124001,255.43
20240428125001,130.98
20240428130001,87.08
20240428131001,74.67
20240428132001,70.72
20240428133001,56.34
20240428134001,44.24
20240428135001,44.79
20240428140001,38.09
20240428141001,38.28
20240428142001,43.22
20240428143001,102.76
20240428144001,147.94
20240428145001,129.6
20240428150001,190.93
20240428151001,314.65
20240428152001,196.1
20240428153001,110.47
20240428154001,100.43
20240428155001,117.25
20240428160001,129.98
20240428161001,79.73
20240428162001,36.58
20240428163001,25.08
20240428164001,22.03
20240428165001,24.06
20240430090001,1041.57
20240430091001,1074.23
20240430092001,1168.51
20240430093001,1202.3
20240430094001,1266.72
20240430095001,1235.59
20240430100001,1210.27
20240430101001,1043.63
20240430102001,1260.59
20240430103001,1338.21
20240430104001,1430.73
20240430105001,1308.56
20240430110001,1425.59
20240430111001,1371.25
20240430112001,1457.46
20240430113001,1466.74
20240430114001,1494.64
20240430115001,1443.98
20240430120001,788.58
20240430121001,1332.78
20240430122001,753.35
20240430123001,1298.76
20240430124001,1417.9
20240430125001,916.6
20240430130001,917.08
20240430131001,810.14
20240430132001,1113.74
20240430133001,1130.65
20240430134001,1108.93
20240430135001,1100.01
20240430140001,833.64
20240430141001,702.8
20240430142001,497.31
20240430143001,265.94
20240430144001,255.66
20240430145001,314.07
20240430150001,146.33
20240430151001,65.28
20240430152001,96.99
20240430153001,53.35
20240430154001,23.69
20240430155001,14.37
20240430160001,9.8
20240430161001,7.09
20240430162001,5.79
20240430163001,8.5
20240430164001,5.68
20240430165001,7.95
20240515090001,777.96
20240515091001,886.91
20240515092001,1024.39
20240515093001,1087.38
20240515094001,1049.98
20240515095001,991.54
20240515100001,911.2
20240515101001,968.26
20240515102001,894.88
20240515103001,854.96
20240515104001,956.62
20240515105001,1163.21
20240515110001,1303.47
20240515111001,1146.42
20240515112001,1319.85
20240515113001,1283.45
20240515114001,1273.71
20240515115001,1200.4
20240515120001,1289.04
20240515121001,1395.51
20240515122001,1398.07
20240515123001,1417.08
20240515124001,1085.5
20240515125001,1268.02
20240515130001,1220.09
20240515131001,1250.2
20240515132001,1103.27
20240515133001,817.64
20240515134001,504.83
20240515135001,706.95
20240515140001,390.37
20240515141001,220.94
20240515142001,171.31
20240515143001,159.68
20240515144001,139.22
20240515145001,108.35
20240515150001,109.96
20240515151001,67.98
20240515152001,56.02
20240515153001,44.57
20240515154001,25.7
20240515155001,32.0
20240515160001,32.55
20240515161001,29.69
20240515162001,24.15
20240515163001,17.8
20240515164001,18.27
20240515165001,16.85
20240520090001,461.32
20240520091001,432.86
20240520092001,410.03
20240520093001,338.2
20240520094001,246.41
20240520095001,204.61
20240520100001,188.5
20240520101001,219.07
20240520102001,214.94
20240520103001,227.6
20240520104001,311.46
20240520105001,322.27
20240520110001,317.68
20240520111001,314.38
20240520112001,236.59
20240520113001,231.33
20240520114001,235.37
20240520115001,245.46
20240520120001,365.62
20240520121001,311.98
20240520122001,211.0
20240520123001,151.63
20240520124001,201.97
20240520125001,199.79
20240520130001,182.34
20240520131001,125.45
20240520132001,78.83
20240520133001,46.07
20240520134001,52.16
20240520135001,70.97
20240520140001,77.61
20240520141001,78.18
20240520142001,61.13
20240520143001,83.22
20240520144001,124.96
20240520145001,124.04
20240520150001,131.62
20240520151001,123.55
20240520152001,86.3
20240520153001,52.57
20240520154001,34.03
20240520155001,31.78
20240520160001,33.12
20240520161001,32.73
20240520162001,28.47
20240520163001,26.28
20240520164001,17.68
20240520165001,14.19
20240613090001,23.27
20240613091001,28.16
20240613092001,48.75
20240613093001,84.18
20240613094001,95.83
20240613095001,90.75
20240613100001,130.14
20240613101001,186.55
20240613102001,373.04
20240613103001,384.14
20240613104001,258.36
20240613105001,228.1
20240613110001,355.14
20240613111001,323.45
20240613112001,412.58
20240613113001,799.16
20240613114001,855.34
20240613115001,854.88
20240613120001,876.65
20240613121001,856.85
20240613122001,709.49
20240613123001,815.51
20240613124001,434.24
20240613125001,257.7
20240613130001,699.97
20240613131001,687.2
20240613132001,667.02
20240613133001,126.36
20240613134001,527.75
20240613135001,692.05
20240613140001,368.41
20240613141001,212.61
20240613142001,380.53
20240613143001,61.86
20240613144001,41.82
20240613145001,34.04
20240613150001,31.91
20240613151001,33.2
20240613152001,33.53
20240613153001,39.84
20240613154001,44.49
20240613155001,108.0
20240613160001,75.23
20240613161001,37.81
20240613162001,20.5
20240613163001,20.23
20240613164001,21.55
20240613165001,7.22
20240615090001,459.22
20240615091001,465.28
20240615092001,485.98
20240615093001,606.11
20240615094001,659.57
20240615095001,718.88
20240615100001,705.75
20240615101001,880.98
20240615102001,793.09
20240615103001,784.58
20240615104001,639.25
20240615105001,748.24
20240615110001,722.97
20240615111001,646.44
20240615112001,697.01
20240615113001,741.48
20240615114001,714.5
20240615115001,793.35
20240615120001,780.92
20240615121001,771.11
20240615122001,781.02
20240615123001,723.05
20240615124001,654.75
20240615125001,679.43
20240615130001,622.33
20240615131001,556.74
20240615132001,409.96
20240615133001,357.77
20240615134001,418.45
20240615135001,402.93
20240615140001,212.94
20240615141001,552.81
20240615142001,453.19
20240615143001,413.92
20240615144001,376.25
20240615145001,338.76
20240615150001,295.76
20240615151001,254.06
20240615152001,231.9
20240615153001,189.61
20240615154001,152.07
20240615155001,137.57
20240615160001,102.77
20240615161001,91.27
20240615162001,64.5
20240615163001,30.65
20240615164001,43.68
20240615165001,16.69
20240703090001,347.6
20240703091001,722.9
20240703092001,881.46
20240703093001,921.87
20240703094001,960.22
20240703095001,642.79
20240703100001,289.25
20240703101001,290.87
20240703102001,460.72
20240703103001,717.3
20240703104001,1075.89
20240703105001,1082.14
20240703110001,1078.8
20240703111001,1088.09
20240703112001,974.59
20240703113001,1093.77
20240703114001,1095.23
20240703115001,1094.61
20240703120001,1087.86
20240703121001,1084.49
20240703122001,1068.63
20240703123001,1055.15
20240703124001,1029.68
20240703125001,1008.59
20240703130001,990.25
20240703131001,957.03
20240703132001,878.98
20240703133001,822.21
20240703134001,783.08
20240703135001,725.53
20240703140001,623.64
20240703141001,595.34
20240703142001,527.09
20240703143001,483.13
20240703144001,451.45
20240703145001,377.49
20240703150001,337.1
20240703151001,297.81
20240703152001,242.23
20240703153001,203.48
20240703154001,152.94
20240703155001,38.33
20240703160001,66.46
20240703161001,25.42
20240703162001,38.69
20240703163001,11.65
20240703164001,30.59
20240703165001,13.8
20240707090001,767.29
20240707091001,803.92
20240707092001,844.62
20240707093001,918.48
20240707094001,950.2
20240707095001,993.14
20240707100001,1039.96
20240707101001,1081.01
20240707102001,1107.88
20240707103001,1094.92
20240707104001,1117.61
20240707105001,1104.58
20240707110001,738.68
20240707111001,1041.46
20240707112001,1105.85
20240707113001,1144.26
20240707114001,1159.82
